Power Units_Bus Number,MW_15810,MVAr_15810,MW_15811,MVAr_15811,MW_15812,MVAr_15812,MW_15813,MVAr_15813,MW_15814,MVAr_15814,MW_15815,MVAr_15815,MW_15821,MVAr_15821,MW_15822,MVAr_15822,MW_15823,MVAr_15823,MW_15825,MVAr_15825,MW_15840,MVAr_15840,MW_15841,MVAr_15841,MW_158308,MVAr_158308,MW_158311,MVAr_158311,MW_158800,MVAr_158800
2024-11-30 07:00:00,2.15,-0.36,3.40,-0.49,6.00,-0.97,3.40,-0.49,2.15,-0.36,3.00,-0.48,5.49,-0.31,-0.13,-0.04,-0.13,-0.04,5.49,-0.31,0.00,0.00,6.76,1.95,12.29,-3.37,12.29,-3.37,0.00,0.00
2024-11-30 07:30:00,2.28,-0.33,3.60,-0.46,6.23,-0.84,3.60,-0.46,2.28,-0.33,3.12,-0.42,5.92,-0.18,-0.12,-0.04,-0.12,-0.04,5.92,-0.18,0.00,0.00,7.11,2.06,13.11,-3.06,13.11,-3.06,0.00,0.00
2024-11-30 08:00:00,2.47,-0.32,3.71,-0.43,7.06,-0.58,3.71,-0.43,2.47,-0.32,3.53,-0.29,6.47,0.09,-0.14,-0.04,-0.14,-0.04,6.47,0.09,0.00,0.00,7.54,2.18,13.54,-2.87,13.54,-2.87,0.00,0.00
2024-11-30 08:30:00,2.61,-0.29,3.89,-0.40,7.24,-0.51,3.89,-0.40,2.61,-0.29,3.62,-0.26,6.65,0.22,-0.14,-0.04,-0.14,-0.04,6.65,0.22,0.00,0.00,8.13,2.35,14.35,-2.68,14.35,-2.68,0.00,0.00
2024-11-30 09:00:00,2.85,-0.29,4.12,-0.30,7.86,-0.60,4.12,-0.30,2.85,-0.29,3.93,-0.30,7.00,0.26,-0.14,-0.04,-0.14,-0.04,7.00,0.26,0.00,0.00,8.46,2.45,14.96,-2.55,14.96,-2.55,0.00,0.00
2024-11-30 09:30:00,2.91,-0.31,4.41,-0.29,8.57,-0.57,4.41,-0.29,2.91,-0.31,4.28,-0.28,7.12,0.24,-0.14,-0.04,-0.14,-0.04,7.12,0.24,0.00,0.00,8.77,2.54,15.08,-2.56,15.08,-2.56,0.00,0.00
2024-11-30 10:00:00,2.94,-0.28,4.72,-0.21,9.09,-0.57,4.72,-0.21,2.94,-0.28,4.54,-0.28,6.57,0.06,-0.14,-0.04,-0.14,-0.04,6.57,0.06,0.00,0.00,8.99,2.60,15.17,-2.38,15.17,-2.38,0.00,0.00
2024-11-30 10:30:00,2.95,-0.26,5.02,0.22,9.46,-0.52,5.02,0.22,2.95,-0.26,4.73,-0.26,6.16,-0.04,-0.14,-0.04,-0.14,-0.04,6.16,-0.04,0.00,0.00,8.96,2.59,15.25,-2.41,15.25,-2.41,0.00,0.00
2024-11-30 11:00:00,3.02,-0.23,5.19,0.22,9.60,-0.55,5.19,0.22,3.02,-0.23,4.80,-0.28,6.04,-0.32,-0.14,-0.04,-0.14,-0.04,6.04,-0.32,0.00,0.00,8.84,2.56,15.14,-2.43,15.14,-2.43,0.00,0.00
2024-11-30 11:30:00,2.99,-0.25,5.20,0.24,9.56,-0.55,5.20,0.24,2.99,-0.25,4.78,-0.28,5.89,-0.36,-0.14,-0.04,-0.14,-0.04,5.89,-0.36,0.00,0.00,8.76,2.54,15.26,-2.45,15.26,-2.45,0.00,0.00
2024-11-30 12:00:00,2.98,-0.25,5.30,0.24,9.70,-0.55,5.30,0.24,2.98,-0.25,4.85,-0.28,5.97,-0.36,-0.13,-0.04,-0.13,-0.04,5.97,-0.36,0.00,0.00,8.74,2.53,15.37,-2.51,15.37,-2.51,0.00,0.00
2024-11-30 12:30:00,3.02,-0.31,5.33,0.22,10.00,-0.55,5.33,0.22,3.02,-0.31,5.00,-0.28,5.94,-0.42,-0.13,-0.04,-0.13,-0.04,5.94,-0.42,0.00,0.00,8.34,2.42,15.12,-2.59,15.12,-2.59,0.00,0.00
2024-11-30 13:00:00,2.97,-0.37,5.42,0.20,9.96,-0.51,5.42,0.20,2.97,-0.37,4.98,-0.26,5.73,-0.47,-0.14,-0.04,-0.14,-0.04,5.73,-0.47,0.00,0.00,7.79,2.26,14.71,-2.72,14.71,-2.72,0.00,0.00
2024-11-30 13:30:00,2.89,-0.38,5.26,0.24,9.59,-0.60,5.26,0.24,2.89,-0.38,4.79,-0.30,5.44,-0.53,-0.14,-0.04,-0.14,-0.04,5.44,-0.53,0.00,0.00,8.12,2.35,14.84,-2.70,14.84,-2.70,0.00,0.00
2024-11-30 14:00:00,2.91,-0.38,5.32,0.26,9.79,-0.60,5.32,0.26,2.91,-0.38,4.90,-0.30,5.49,-0.53,-0.14,-0.04,-0.14,-0.04,5.49,-0.53,0.00,0.00,8.24,2.38,14.92,-2.73,14.92,-2.73,0.00,0.00
2024-11-30 14:30:00,2.92,-0.35,5.24,0.20,9.69,-0.60,5.24,0.20,2.92,-0.35,4.84,-0.30,5.53,-0.54,-0.14,-0.04,-0.14,-0.04,5.53,-0.54,0.00,0.00,7.99,2.32,14.90,-2.70,14.90,-2.70,0.00,0.00
2024-11-30 15:00:00,2.83,-0.35,5.24,0.22,9.54,-0.62,5.24,0.22,2.83,-0.35,4.77,-0.31,5.42,-0.58,-0.14,-0.04,-0.14,-0.04,5.42,-0.58,0.00,0.00,8.13,2.36,14.94,-2.65,14.94,-2.65,0.00,0.00
2024-11-30 15:30:00,2.78,-0.36,5.18,0.23,9.41,-0.62,5.18,0.23,2.78,-0.36,4.70,-0.31,5.42,-0.58,-0.14,-0.04,-0.14,-0.04,5.42,-0.58,0.00,0.00,8.11,2.35,15.03,-2.72,15.03,-2.72,0.00,0.00
2024-11-30 16:00:00,2.86,-0.36,5.24,0.22,9.46,-0.62,5.24,0.22,2.86,-0.36,4.73,-0.31,5.46,-0.58,-0.14,-0.04,-0.14,-0.04,5.46,-0.58,0.00,0.00,8.26,2.40,15.48,-2.78,15.48,-2.78,0.00,0.00
2024-11-30 16:30:00,2.96,-0.39,5.33,0.22,9.81,-0.70,5.33,0.22,2.96,-0.39,4.91,-0.35,5.62,-0.58,-0.14,-0.04,-0.14,-0.04,5.62,-0.58,0.00,0.00,9.02,2.62,16.24,-2.84,16.24,-2.84,0.00,0.00
2024-11-30 17:00:00,3.13,-0.42,5.63,0.22,10.32,-0.72,5.63,0.22,3.13,-0.42,5.16,-0.36,5.92,-0.58,-0.14,-0.04,-0.14,-0.04,5.92,-0.58,0.00,0.00,9.24,2.68,16.57,-2.80,16.57,-2.80,0.00,0.00
2024-11-30 17:30:00,3.22,-0.42,5.76,0.22,10.81,-0.72,5.76,0.22,3.22,-0.42,5.40,-0.36,6.02,-0.58,-0.13,-0.04,-0.13,-0.04,6.02,-0.58,0.00,0.00,9.30,2.70,16.88,-2.74,16.88,-2.74,0.00,0.00
2024-11-30 18:00:00,3.14,-0.39,5.82,0.24,11.20,-0.72,5.82,0.24,3.14,-0.39,5.60,-0.36,6.10,-0.58,-0.14,-0.04,-0.14,-0.04,6.10,-0.58,0.00,0.00,9.32,2.70,16.86,-2.84,16.86,-2.84,0.00,0.00
2024-11-30 18:30:00,3.08,-0.39,5.84,0.20,10.99,-0.80,5.84,0.20,3.08,-0.39,5.50,-0.40,6.10,-0.58,-0.14,-0.04,-0.14,-0.04,6.10,-0.58,0.00,0.00,9.04,2.62,16.63,-3.01,16.63,-3.01,0.00,0.00
2024-11-30 19:00:00,3.07,-0.43,5.54,-0.06,10.94,-0.91,5.54,-0.06,3.07,-0.43,5.47,-0.46,6.03,-0.60,-0.14,-0.04,-0.14,-0.04,6.03,-0.60,0.00,0.00,8.76,2.53,16.16,-3.20,16.16,-3.20,0.00,0.00
2024-11-30 19:30:00,3.11,-0.43,5.20,-0.34,10.77,-0.94,5.20,-0.34,3.11,-0.43,5.38,-0.47,5.86,-0.60,-0.14,-0.04,-0.14,-0.04,5.86,-0.60,0.00,0.00,8.65,2.50,15.63,-3.26,15.63,-3.26,0.00,0.00
2024-11-30 20:00:00,2.99,-0.45,5.06,-0.34,10.32,-0.91,5.06,-0.34,2.99,-0.45,5.16,-0.46,5.66,-0.65,-0.14,-0.04,-0.14,-0.04,5.66,-0.65,0.00,0.00,8.48,2.46,15.30,-3.28,15.30,-3.28,0.00,0.00
2024-11-30 20:30:00,2.87,-0.44,4.99,-0.36,10.05,-0.82,4.99,-0.36,2.87,-0.44,5.02,-0.41,5.51,-0.67,-0.14,-0.04,-0.14,-0.04,5.51,-0.67,0.00,0.00,8.31,2.41,14.87,-3.19,14.87,-3.19,0.00,0.00
2024-11-30 21:00:00,2.82,-0.44,4.78,-0.34,9.69,-0.88,4.78,-0.34,2.82,-0.44,4.84,-0.44,5.44,-0.68,-0.14,-0.04,-0.14,-0.04,5.44,-0.68,0.00,0.00,8.22,2.38,14.56,-3.24,14.56,-3.24,0.00,0.00
2024-11-30 21:30:00,2.75,-0.46,4.63,-0.38,9.49,-0.86,4.63,-0.38,2.75,-0.46,4.74,-0.43,5.26,-0.68,-0.14,-0.04,-0.14,-0.04,5.26,-0.68,0.00,0.00,7.95,2.31,14.02,-3.32,14.02,-3.32,0.00,0.00
2024-11-30 22:00:00,2.67,-0.48,4.46,-0.40,9.04,-0.92,4.46,-0.40,2.67,-0.48,4.52,-0.46,5.02,-0.68,-0.14,-0.04,-0.14,-0.04,5.02,-0.68,0.00,0.00,7.76,2.24,13.53,-3.45,13.53,-3.45,0.00,0.00
2024-11-30 22:30:00,2.62,-0.46,4.27,-0.42,8.56,-0.97,4.27,-0.42,2.62,-0.46,4.28,-0.48,4.60,-0.72,-0.13,-0.04,-0.13,-0.04,4.60,-0.72,0.00,0.00,7.44,2.16,12.90,-3.59,12.90,-3.59,0.00,0.00
2024-11-30 23:00:00,2.49,-0.47,3.98,-0.45,8.14,-0.95,3.98,-0.45,2.49,-0.47,4.07,-0.48,4.60,-0.72,-0.14,-0.04,-0.14,-0.04,4.60,-0.72,0.00,0.00,7.14,2.06,12.28,-3.66,12.28,-3.66,0.00,0.00
2024-11-30 23:30:00,2.33,-0.47,3.76,-0.48,7.62,-0.98,3.76,-0.48,2.33,-0.47,3.81,-0.49,4.41,-0.72,-0.14,-0.04,-0.14,-0.04,4.41,-0.72,0.00,0.00,6.89,2.00,11.64,-3.81,11.64,-3.81,0.00,0.00
2024-12-01 00:00:00,2.18,-0.47,3.50,-0.56,7.12,-0.98,3.50,-0.56,2.18,-0.47,3.56,-0.49,4.20,-0.72,-0.14,-0.04,-0.14,-0.04,4.20,-0.72,0.00,0.00,6.66,1.93,11.23,-3.87,11.23,-3.87,0.00,0.00
2024-12-01 00:30:00,2.09,-0.49,3.40,-0.54,6.69,-0.93,3.40,-0.54,2.09,-0.49,3.34,-0.46,4.05,-0.69,-0.14,-0.04,-0.14,-0.04,4.05,-0.69,0.00,0.00,6.49,1.88,11.01,-3.93,11.01,-3.93,0.00,0.00
2024-12-01 01:00:00,2.01,-0.50,3.36,-0.52,6.32,-1.03,3.36,-0.52,2.01,-0.50,3.16,-0.52,3.89,-0.76,-0.14,-0.04,-0.14,-0.04,3.89,-0.76,0.00,0.00,6.52,1.89,11.24,-3.80,11.24,-3.80,0.00,0.00
2024-12-01 01:30:00,2.00,-0.47,3.66,-0.51,6.48,-1.00,3.66,-0.51,2.00,-0.47,3.24,-0.50,3.94,-0.76,-0.14,-0.04,-0.14,-0.04,3.94,-0.76,0.00,0.00,6.20,1.79,11.05,-3.84,11.05,-3.84,0.00,0.00
2024-12-01 02:00:00,1.98,-0.47,3.60,-0.48,6.41,-0.98,3.60,-0.48,1.98,-0.47,3.20,-0.49,3.94,-0.71,-0.14,-0.04,-0.14,-0.04,3.94,-0.71,0.00,0.00,6.06,1.75,10.65,-3.99,10.65,-3.99,0.00,0.00
2024-12-01 02:30:00,1.88,-0.48,3.44,-0.49,6.20,-1.02,3.44,-0.49,1.88,-0.48,3.10,-0.51,3.78,-0.71,-0.14,-0.04,-0.14,-0.04,3.78,-0.71,0.00,0.00,5.96,1.72,10.36,-4.08,10.36,-4.08,0.00,0.00
2024-12-01 03:00:00,1.83,-0.48,3.34,-0.52,5.96,-0.99,3.34,-0.52,1.83,-0.48,2.98,-0.50,3.65,-0.71,-0.14,-0.04,-0.14,-0.04,3.65,-0.71,0.00,0.00,5.83,1.68,10.06,-4.13,10.06,-4.13,0.00,0.00
2024-12-01 03:30:00,1.77,-0.49,3.21,-0.52,5.82,-1.04,3.21,-0.52,1.77,-0.49,2.91,-0.52,3.53,-0.71,-0.13,-0.04,-0.13,-0.04,3.53,-0.71,0.00,0.00,5.78,1.67,9.91,-4.20,9.91,-4.20,0.00,0.00
2024-12-01 04:00:00,1.72,-0.49,3.06,-0.50,5.58,-1.07,3.06,-0.50,1.72,-0.49,2.79,-0.54,3.45,-0.71,-0.15,-0.04,-0.15,-0.04,3.45,-0.71,0.00,0.00,5.74,1.66,9.64,-4.17,9.64,-4.17,0.00,0.00
2024-12-01 04:30:00,1.73,-0.47,2.96,-0.48,5.37,-1.02,2.96,-0.48,1.73,-0.47,2.68,-0.51,3.28,-0.71,-0.15,-0.04,-0.15,-0.04,3.28,-0.71,0.00,0.00,5.72,1.65,9.49,-4.22,9.49,-4.22,0.00,0.00
2024-12-01 05:00:00,1.68,-0.49,2.88,-0.48,5.23,-0.98,2.88,-0.48,1.68,-0.49,2.62,-0.49,3.28,-0.71,-0.14,-0.04,-0.14,-0.04,3.28,-0.71,0.00,0.00,5.57,1.61,9.42,-4.20,9.42,-4.20,0.00,0.00
2024-12-01 05:30:00,1.67,-0.49,2.84,-0.48,5.06,-0.98,2.84,-0.48,1.67,-0.49,2.53,-0.49,3.32,-0.71,-0.15,-0.04,-0.15,-0.04,3.32,-0.71,0.00,0.00,5.65,1.63,9.41,-4.21,9.41,-4.21,0.00,0.00
2024-12-01 06:00:00,1.65,-0.46,2.84,-0.49,4.97,-1.10,2.84,-0.49,1.65,-0.46,2.48,-0.55,3.32,-0.71,-0.14,-0.04,-0.14,-0.04,3.32,-0.71,0.00,0.00,5.68,1.64,9.48,-4.23,9.48,-4.23,0.00,0.00
2024-12-01 06:30:00,1.71,-0.46,2.89,-0.51,5.03,-1.04,2.89,-0.51,1.71,-0.46,2.52,-0.52,3.37,-0.70,-0.14,-0.04,-0.14,-0.04,3.37,-0.70,0.00,0.00,6.02,1.74,9.80,-4.17,9.80,-4.17,0.00,0.00
2024-12-01 07:00:00,1.81,-0.46,3.04,-0.51,5.18,-1.06,3.04,-0.51,1.81,-0.46,2.59,-0.53,3.56,-0.70,-0.14,-0.04,-0.14,-0.04,3.56,-0.70,0.00,0.00,6.37,1.84,10.14,-4.02,10.14,-4.02,0.00,0.00
2024-12-01 07:30:00,1.81,-0.43,3.16,-0.50,5.45,-1.03,3.16,-0.50,1.81,-0.43,2.72,-0.52,3.74,-0.66,-0.14,-0.04,-0.14,-0.04,3.74,-0.66,0.00,0.00,6.70,1.94,10.68,-3.84,10.68,-3.84,0.00,0.00
2024-12-01 08:00:00,2.02,-0.43,3.46,-0.40,5.90,-0.95,3.46,-0.40,2.02,-0.43,2.95,-0.48,3.90,-0.66,-0.14,-0.04,-0.14,-0.04,3.90,-0.66,0.00,0.00,6.79,1.96,11.04,-3.77,11.04,-3.77,0.00,0.00
2024-12-01 08:30:00,2.19,-0.42,3.52,-0.39,6.31,-0.91,3.52,-0.39,2.19,-0.42,3.16,-0.46,4.02,-0.64,-0.13,-0.04,-0.13,-0.04,4.02,-0.64,0.00,0.00,7.14,2.06,11.83,-3.58,11.83,-3.58,0.00,0.00
2024-12-01 09:00:00,2.36,-0.39,3.79,-0.33,7.00,-0.83,3.79,-0.33,2.36,-0.39,3.50,-0.42,4.31,-0.60,-0.14,-0.04,-0.14,-0.04,4.31,-0.60,0.00,0.00,7.38,2.13,12.63,-3.32,12.63,-3.32,0.00,0.00
2024-12-01 09:30:00,2.49,-0.37,4.23,-0.20,7.72,-0.80,4.23,-0.20,2.49,-0.37,3.86,-0.40,4.60,-0.60,-0.14,-0.04,-0.14,-0.04,4.60,-0.60,0.00,0.00,7.79,2.26,13.44,-3.09,13.44,-3.09,0.00,0.00
2024-12-01 10:00:00,2.64,-0.40,4.78,0.07,8.43,-0.76,4.78,0.07,2.64,-0.40,4.22,-0.38,4.95,-0.58,-0.14,-0.04,-0.14,-0.04,4.95,-0.58,0.00,0.00,8.17,2.36,13.88,-3.00,13.88,-3.00,0.00,0.00
2024-12-01 10:30:00,2.73,-0.40,4.90,-0.02,9.13,-0.76,4.90,-0.02,2.73,-0.40,4.56,-0.38,5.24,-0.58,-0.14,-0.04,-0.14,-0.04,5.24,-0.58,0.00,0.00,8.08,2.34,14.13,-2.93,14.13,-2.93,0.00,0.00
2024-12-01 11:00:00,2.86,-0.42,5.13,0.12,9.51,-0.76,5.13,0.12,2.86,-0.42,4.76,-0.38,5.33,-0.58,-0.14,-0.04,-0.14,-0.04,5.33,-0.58,0.00,0.00,8.18,2.37,14.39,-2.80,14.39,-2.80,0.00,0.00
2024-12-01 11:30:00,2.92,-0.41,5.25,0.20,9.73,-0.72,5.25,0.20,2.92,-0.41,4.86,-0.36,5.38,-0.58,-0.14,-0.04,-0.14,-0.04,5.38,-0.58,0.00,0.00,8.28,2.40,14.48,-2.75,14.48,-2.75,0.00,0.00
2024-12-01 12:00:00,3.01,-0.36,5.36,0.20,9.86,-0.69,5.36,0.20,3.01,-0.36,4.93,-0.35,5.47,-0.58,-0.14,-0.04,-0.14,-0.04,5.47,-0.58,0.00,0.00,7.95,2.31,14.52,-2.72,14.52,-2.72,0.00,0.00
2024-12-01 12:30:00,2.86,-0.36,5.46,0.18,10.16,-0.74,5.46,0.18,2.86,-0.36,5.08,-0.37,5.49,-0.58,-0.14,-0.04,-0.14,-0.04,5.49,-0.58,0.00,0.00,8.06,2.34,14.67,-2.69,14.67,-2.69,0.00,0.00
2024-12-01 13:00:00,2.88,-0.40,5.53,0.18,10.29,-0.70,5.53,0.18,2.88,-0.40,5.14,-0.35,5.56,-0.54,-0.14,-0.04,-0.14,-0.04,5.56,-0.54,0.00,0.00,8.04,2.33,14.79,-2.60,14.79,-2.60,0.00,0.00
2024-12-01 13:30:00,2.87,-0.35,5.58,0.20,10.33,-0.65,5.58,0.20,2.87,-0.35,5.16,-0.32,5.61,-0.54,-0.13,-0.04,-0.13,-0.04,5.61,-0.54,0.00,0.00,8.30,2.41,15.04,-2.56,15.04,-2.56,0.00,0.00
2024-12-01 14:00:00,3.04,-0.34,5.46,0.20,10.46,-0.65,5.46,0.20,3.04,-0.34,5.23,-0.33,5.69,-0.55,-0.14,-0.04,-0.14,-0.04,5.69,-0.55,0.00,0.00,8.27,2.40,14.63,-2.68,14.63,-2.68,0.00,0.00
2024-12-01 14:30:00,2.99,-0.32,5.28,0.19,10.14,-0.69,5.28,0.19,2.99,-0.32,5.07,-0.34,5.45,-0.54,-0.14,-0.04,-0.14,-0.04,5.45,-0.54,0.00,0.00,8.13,2.35,14.58,-2.68,14.58,-2.68,0.00,0.00
2024-12-01 15:00:00,2.99,-0.34,5.29,0.22,10.20,-0.66,5.29,0.22,2.99,-0.34,5.10,-0.33,5.36,-0.55,-0.14,-0.04,-0.14,-0.04,5.36,-0.55,0.00,0.00,8.22,2.38,14.87,-2.68,14.87,-2.68,0.00,0.00
2024-12-01 15:30:00,3.00,-0.37,5.36,0.20,10.23,-0.66,5.36,0.20,3.00,-0.37,5.11,-0.33,5.54,-0.56,-0.14,-0.04,-0.14,-0.04,5.54,-0.56,0.00,0.00,8.30,2.41,14.89,-2.67,14.89,-2.67,0.00,0.00
2024-12-01 16:00:00,2.93,-0.38,5.36,0.20,10.28,-0.65,5.36,0.20,2.93,-0.38,5.14,-0.32,5.55,-0.58,-0.14,-0.04,-0.14,-0.04,5.55,-0.58,0.00,0.00,8.62,2.50,15.50,-2.55,15.50,-2.55,0.00,0.00
2024-12-01 16:30:00,3.02,-0.33,5.66,0.24,10.72,-0.67,5.66,0.24,3.02,-0.33,5.36,-0.34,5.70,-0.60,-0.14,-0.04,-0.14,-0.04,5.70,-0.60,0.00,0.00,8.84,2.56,16.17,-2.39,16.17,-2.39,0.00,0.00
2024-12-01 17:00:00,3.19,-0.36,5.85,0.24,11.38,-0.69,5.85,0.24,3.19,-0.36,5.69,-0.34,6.02,-0.60,-0.14,-0.04,-0.14,-0.04,6.02,-0.60,0.00,0.00,8.98,2.61,16.75,-2.16,16.75,-2.16,0.00,0.00
2024-12-01 17:30:00,3.31,-0.37,6.12,0.25,11.95,-0.66,6.12,0.25,3.31,-0.37,5.98,-0.33,6.24,-0.58,-0.14,-0.04,-0.14,-0.04,6.24,-0.58,0.00,0.00,9.12,2.65,16.90,-2.19,16.90,-2.19,0.00,0.00
2024-12-01 18:00:00,3.26,-0.37,6.26,0.25,12.22,-0.66,6.26,0.25,3.26,-0.37,6.11,-0.33,6.30,-0.60,-0.14,-0.04,-0.14,-0.04,6.30,-0.60,0.00,0.00,8.76,2.54,16.72,-2.32,16.72,-2.32,0.00,0.00
2024-12-01 18:30:00,3.26,-0.37,6.34,0.22,12.05,-0.73,6.34,0.22,3.26,-0.37,6.02,-0.36,6.22,-0.60,-0.13,-0.04,-0.13,-0.04,6.22,-0.60,0.00,0.00,8.62,2.50,16.63,-2.47,16.63,-2.47,0.00,0.00
2024-12-01 19:00:00,3.27,-0.39,6.25,0.10,11.97,-0.78,6.25,0.10,3.27,-0.39,5.98,-0.39,6.19,-0.60,-0.14,-0.04,-0.14,-0.04,6.19,-0.60,0.00,0.00,8.50,2.46,16.26,-2.73,16.26,-2.73,0.00,0.00
2024-12-01 19:30:00,3.20,-0.36,5.88,-0.27,11.70,-0.82,5.88,-0.27,3.20,-0.36,5.85,-0.41,5.96,-0.66,-0.14,-0.04,-0.14,-0.04,5.96,-0.66,0.00,0.00,8.35,2.42,15.81,-2.91,15.81,-2.91,0.00,0.00
2024-12-01 20:00:00,3.14,-0.40,5.74,-0.35,11.21,-0.90,5.74,-0.35,3.14,-0.40,5.60,-0.45,5.96,-0.66,-0.14,-0.04,-0.14,-0.04,5.96,-0.66,0.00,0.00,8.03,2.33,15.28,-3.00,15.28,-3.00,0.00,0.00
2024-12-01 20:30:00,3.00,-0.42,5.57,-0.34,10.73,-0.85,5.57,-0.34,3.00,-0.42,5.36,-0.42,5.72,-0.68,-0.14,-0.04,-0.14,-0.04,5.72,-0.68,0.00,0.00,7.83,2.27,14.87,-3.16,14.87,-3.16,0.00,0.00
2024-12-01 21:00:00,2.99,-0.41,5.19,-0.35,10.52,-0.96,5.19,-0.35,2.99,-0.41,5.26,-0.48,5.58,-0.68,-0.14,-0.04,-0.14,-0.04,5.58,-0.68,0.00,0.00,7.66,2.22,14.43,-3.28,14.43,-3.28,0.00,0.00
2024-12-01 21:30:00,2.97,-0.47,4.97,-0.38,10.06,-0.94,4.97,-0.38,2.97,-0.47,5.03,-0.47,5.44,-0.68,-0.14,-0.04,-0.14,-0.04,5.44,-0.68,0.00,0.00,7.36,2.13,13.93,-3.44,13.93,-3.44,0.00,0.00
2024-12-01 22:00:00,2.77,-0.47,4.82,-0.40,9.42,-0.89,4.82,-0.40,2.77,-0.47,4.71,-0.44,5.30,-0.66,-0.14,-0.04,-0.14,-0.04,5.30,-0.66,0.00,0.00,7.12,2.06,13.35,-3.57,13.35,-3.57,0.00,0.00
2024-12-01 22:30:00,2.66,-0.47,4.72,-0.40,8.74,-1.01,4.72,-0.40,2.66,-0.47,4.37,-0.50,5.06,-0.64,-0.14,-0.04,-0.14,-0.04,5.06,-0.64,0.00,0.00,6.70,1.94,12.66,-3.72,12.66,-3.72,0.00,0.00
2024-12-01 23:00:00,2.50,-0.47,4.48,-0.45,8.26,-1.01,4.48,-0.45,2.50,-0.47,4.13,-0.50,4.85,-0.58,-0.14,-0.04,-0.14,-0.04,4.85,-0.58,0.00,0.00,6.53,1.88,12.04,-3.79,12.04,-3.79,0.00,0.00
2024-12-01 23:30:00,2.37,-0.45,4.22,-0.47,7.52,-0.98,4.22,-0.47,2.37,-0.45,3.76,-0.49,4.68,-0.56,-0.13,-0.04,-0.13,-0.04,4.68,-0.56,0.00,0.00,6.23,1.80,11.17,-4.02,11.17,-4.02,0.00,0.00
2024-12-02 00:00:00,2.22,-0.47,3.78,-0.52,6.84,-1.05,3.78,-0.52,2.22,-0.47,3.42,-0.52,4.49,-0.56,-0.14,-0.04,-0.14,-0.04,4.49,-0.56,0.00,0.00,6.00,1.73,10.63,-4.04,10.63,-4.04,0.00,0.00
2024-12-02 00:30:00,2.11,-0.47,3.56,-0.49,6.35,-1.08,3.56,-0.49,2.11,-0.47,3.18,-0.54,4.22,-0.56,-0.14,-0.04,-0.14,-0.04,4.22,-0.56,0.00,0.00,5.94,1.72,10.45,-4.05,10.45,-4.05,0.00,0.00
2024-12-02 01:00:00,2.07,-0.47,3.62,-0.47,6.17,-1.08,3.62,-0.47,2.07,-0.47,3.08,-0.54,4.10,-0.58,-0.14,-0.04,-0.14,-0.04,4.10,-0.58,0.00,0.00,5.99,1.73,10.74,-4.04,10.74,-4.04,0.00,0.00
2024-12-02 01:30:00,2.00,-0.49,3.93,-0.49,6.36,-1.08,3.93,-0.49,2.00,-0.49,3.18,-0.54,4.12,-0.60,-0.14,-0.04,-0.14,-0.04,4.12,-0.60,0.00,0.00,5.85,1.70,10.53,-4.03,10.53,-4.03,0.00,0.00
2024-12-02 02:00:00,1.96,-0.47,3.73,-0.47,6.20,-1.02,3.73,-0.47,1.96,-0.47,3.10,-0.51,4.00,-0.60,-0.14,-0.04,-0.14,-0.04,4.00,-0.60,0.00,0.00,5.72,1.65,10.33,-4.12,10.33,-4.12,0.00,0.00
2024-12-02 02:30:00,1.92,-0.47,3.62,-0.46,5.96,-1.04,3.62,-0.46,1.92,-0.47,2.98,-0.52,3.92,-0.60,-0.14,-0.04,-0.14,-0.04,3.92,-0.60,0.00,0.00,5.72,1.65,10.20,-4.11,10.20,-4.11,0.00,0.00
2024-12-02 03:00:00,1.87,-0.47,3.70,-0.47,5.82,-1.08,3.70,-0.47,1.87,-0.47,2.91,-0.54,3.90,-0.56,-0.14,-0.04,-0.14,-0.04,3.90,-0.56,0.00,0.00,5.75,1.66,10.26,-4.09,10.26,-4.09,0.00,0.00
2024-12-02 03:30:00,1.83,-0.47,3.72,-0.47,5.62,-1.15,3.72,-0.47,1.83,-0.47,2.81,-0.58,4.10,-0.50,-0.14,-0.04,-0.14,-0.04,4.10,-0.50,0.00,0.00,5.84,1.69,10.34,-4.04,10.34,-4.04,0.00,0.00
2024-12-02 04:00:00,1.84,-0.47,3.49,-0.48,5.58,-1.08,3.49,-0.48,1.84,-0.47,2.79,-0.54,4.54,-0.38,-0.14,-0.04,-0.14,-0.04,4.54,-0.38,0.00,0.00,5.81,1.67,11.44,-3.65,11.44,-3.65,0.00,0.00
2024-12-02 04:30:00,1.81,-0.48,3.49,-0.48,5.45,-1.10,3.49,-0.48,1.81,-0.48,2.72,-0.55,6.76,0.36,-0.13,-0.04,-0.13,-0.04,6.76,0.36,0.00,0.00,5.77,1.67,11.60,-3.64,11.60,-3.64,0.00,0.00
2024-12-02 05:00:00,1.80,-0.49,3.46,-0.48,5.74,-0.95,3.46,-0.48,1.80,-0.49,2.87,-0.48,6.76,0.34,-0.14,-0.04,-0.14,-0.04,6.76,0.34,0.00,0.00,5.86,1.69,11.61,-3.52,11.61,-3.52,0.00,0.00
2024-12-02 05:30:00,1.84,-0.47,3.45,-0.46,6.05,-0.86,3.45,-0.46,1.84,-0.47,3.02,-0.43,6.47,0.32,-0.14,-0.04,-0.14,-0.04,6.47,0.32,0.00,0.00,6.03,1.74,12.14,-3.38,12.14,-3.38,0.00,0.00
