Power Units_Bus Number,MW_7044,MVAr_7044,MW_7210,MVAr_7210,MW_7263,MVAr_7263,MW_7297,MVAr_7297,MW_7555,MVAr_7555,MW_7573,MVAr_7573,MW_7780,MVAr_7780,MW_7921,MVAr_7921,MW_11005,MVAr_11005,MW_891100,MVAr_891100,MW_893502,MVAr_893502
2024-01-03 19:30:00,9.39,3.08,4.14,1.36,5.26,1.73,5.78,1.90,5.41,0.57,6.59,-0.24,4.85,1.60,10.24,3.37,0.52,0.00,57.45,-14.08,56.66,0.00
2024-01-03 20:00:00,8.44,2.77,3.79,1.25,5.17,1.70,5.41,1.78,5.01,0.56,6.32,-0.28,4.68,1.54,10.08,3.31,0.50,0.00,54.31,-14.88,53.55,0.00
2024-01-03 20:30:00,7.95,2.61,3.46,1.14,4.89,1.61,5.20,1.71,4.87,0.56,6.07,-0.29,4.48,1.47,9.51,3.12,0.50,0.00,51.66,-15.82,50.93,0.00
2024-01-03 21:00:00,7.70,2.53,3.22,1.06,4.74,1.56,4.98,1.64,4.68,0.56,5.91,-0.33,4.28,1.40,9.16,3.01,0.43,0.00,49.25,-16.74,48.57,0.00
2024-01-03 21:30:00,7.17,2.36,2.83,0.93,4.46,1.47,4.68,1.54,4.26,0.55,5.53,-0.39,4.08,1.34,8.62,2.83,0.43,0.00,46.21,-17.85,45.55,0.02
2024-01-03 22:00:00,7.05,2.32,2.74,0.90,4.26,1.40,4.38,1.44,3.83,0.56,5.07,-0.46,3.74,1.23,8.15,2.68,0.43,0.00,43.52,-18.24,42.91,0.00
2024-01-03 22:30:00,6.58,2.16,2.73,0.90,3.99,1.31,4.08,1.34,3.60,0.67,4.74,-0.45,3.48,1.14,7.61,2.50,0.43,0.00,40.49,-18.79,39.90,0.00
2024-01-03 23:00:00,6.04,1.99,2.20,0.72,3.89,1.28,3.77,1.24,3.29,0.56,4.45,-0.55,3.15,1.04,7.24,2.38,0.43,0.00,37.52,-19.73,36.98,0.00
2024-01-03 23:30:00,5.76,1.89,2.36,0.78,3.58,1.18,3.52,1.16,3.17,0.61,4.21,-0.48,2.83,0.93,6.78,2.23,0.00,0.00,35.46,-20.12,34.94,0.00
2024-01-04 00:00:00,5.47,1.80,2.10,0.69,3.52,1.16,3.40,1.12,2.90,0.61,4.02,-0.50,2.61,0.86,6.62,2.18,0.00,0.00,33.87,-20.53,33.39,0.00
2024-01-04 00:30:00,5.98,1.97,2.63,0.86,3.66,1.20,3.90,1.28,3.15,0.46,5.18,-0.47,2.81,0.92,6.88,2.26,0.00,0.00,37.56,-19.65,37.06,0.00
2024-01-04 01:00:00,6.40,2.10,2.66,0.87,3.71,1.22,4.23,1.39,3.21,0.58,5.70,-0.53,2.92,0.96,7.03,2.31,0.00,0.00,39.45,-18.79,38.91,0.00
2024-01-04 01:30:00,6.09,2.00,2.48,0.82,3.69,1.21,4.23,1.39,3.13,0.59,5.57,-0.57,2.81,0.92,6.95,2.28,0.00,0.00,38.46,-19.22,37.91,0.00
2024-01-04 02:00:00,6.00,1.97,2.15,0.71,3.80,1.25,3.99,1.31,2.99,0.59,5.29,-0.60,2.63,0.86,6.97,2.29,0.00,0.00,37.21,-19.44,36.68,0.00
2024-01-04 02:30:00,5.66,1.86,2.16,0.71,3.73,1.23,3.87,1.27,2.91,0.47,5.25,-0.51,2.58,0.85,6.82,2.24,0.00,0.00,36.42,-19.87,35.91,0.00
2024-01-04 03:00:00,5.60,1.84,2.31,0.76,3.49,1.15,3.69,1.21,2.79,0.59,5.21,-0.54,2.59,0.85,6.57,2.16,0.00,0.00,35.52,-20.17,35.01,0.00
2024-01-04 03:30:00,5.42,1.78,1.85,0.61,3.42,1.12,3.53,1.16,2.69,0.59,4.81,-0.59,2.37,0.78,6.42,2.11,0.00,0.00,34.01,-20.51,33.51,0.00
2024-01-04 04:00:00,5.14,1.69,1.80,0.59,3.37,1.11,3.53,1.16,2.58,0.59,4.52,-0.61,2.30,0.76,6.33,2.08,0.00,0.00,32.99,-20.53,32.52,0.00
2024-01-04 04:30:00,5.05,1.66,1.75,0.58,3.37,1.11,3.52,1.16,2.53,0.59,4.27,-0.60,2.30,0.76,6.33,2.08,0.00,0.00,32.53,-20.66,32.06,0.00
2024-01-04 05:00:00,5.22,1.71,1.74,0.57,3.37,1.11,3.36,1.10,2.45,0.59,4.15,-0.57,2.40,0.79,6.29,2.07,0.00,0.00,32.36,-20.79,31.90,0.00
2024-01-04 05:30:00,5.22,1.71,1.66,0.55,3.50,1.15,3.45,1.13,2.45,0.59,4.13,-0.51,2.53,0.83,6.57,2.16,0.00,0.00,32.71,-20.42,32.24,0.00
2024-01-04 06:00:00,5.24,1.72,2.16,0.71,3.56,1.17,3.52,1.16,2.58,0.46,4.15,-0.50,2.66,0.87,6.73,2.21,0.00,0.00,33.60,-20.06,33.14,0.00
2024-01-04 06:30:00,5.71,1.88,2.38,0.78,3.81,1.25,3.83,1.26,2.88,0.59,4.36,-0.58,2.93,0.96,7.30,2.40,0.26,0.00,36.91,-18.97,36.42,0.00
2024-01-04 07:00:00,6.12,2.01,2.71,0.89,4.04,1.33,4.46,1.47,3.32,0.59,4.66,-0.54,3.28,1.08,7.82,2.57,0.00,0.00,40.60,-17.93,40.05,0.00
2024-01-04 07:30:00,6.63,2.18,3.05,1.00,4.39,1.44,4.89,1.61,3.70,0.59,4.70,-0.54,3.66,1.20,8.52,2.80,0.41,0.00,44.39,-16.98,43.81,0.00
2024-01-04 08:00:00,6.97,2.29,3.14,1.03,4.67,1.53,5.24,1.72,3.86,0.53,4.85,-0.56,3.84,1.26,9.06,2.98,0.41,0.00,47.07,-16.19,46.44,0.00
2024-01-04 08:30:00,6.95,2.29,3.27,1.07,5.02,1.65,5.33,1.75,4.02,0.50,5.12,-0.54,4.03,1.32,9.79,3.22,0.41,0.00,49.29,-15.53,48.63,0.00
2024-01-04 09:00:00,6.94,2.28,3.40,1.12,5.33,1.75,5.12,1.68,4.16,0.50,5.30,-0.49,4.15,1.36,10.45,3.44,0.20,0.00,50.78,-15.00,50.09,0.00
2024-01-04 09:30:00,7.05,2.32,3.53,1.16,5.66,1.86,5.19,1.70,4.21,0.50,5.62,-0.49,4.30,1.41,11.06,3.63,0.41,0.00,52.83,-14.61,52.12,0.00
2024-01-04 10:00:00,7.11,2.34,3.59,1.18,5.87,1.93,5.06,1.66,4.21,0.50,5.74,-0.47,4.30,1.41,11.45,3.76,0.41,0.00,53.48,-14.18,52.75,0.00
2024-01-04 10:30:00,7.10,2.33,3.68,1.21,6.05,1.99,5.04,1.66,4.21,0.50,5.90,-0.46,4.32,1.42,11.80,3.88,0.41,0.00,54.31,-13.84,53.57,0.00
2024-01-04 11:00:00,6.94,2.28,3.68,1.21,6.15,2.02,5.04,1.66,4.26,0.50,5.99,-0.46,4.30,1.41,12.04,3.96,0.41,0.00,54.70,-13.61,53.95,0.00
2024-01-04 11:30:00,6.86,2.25,3.59,1.18,6.26,2.06,5.11,1.68,4.26,0.50,6.16,-0.46,4.47,1.47,12.35,4.06,0.41,0.00,55.18,-13.41,54.43,0.00
2024-01-04 12:00:00,7.07,2.32,3.63,1.19,6.31,2.07,5.21,1.71,4.27,0.51,6.16,-0.48,4.46,1.46,12.47,4.10,0.41,0.00,55.94,-13.26,55.17,0.00
2024-01-04 12:30:00,7.20,2.37,3.75,1.23,6.40,2.10,5.41,1.78,4.39,0.51,6.35,-0.46,4.55,1.50,12.64,4.16,0.41,0.00,57.13,-12.99,56.36,0.00
2024-01-04 13:00:00,7.54,2.48,3.70,1.22,6.44,2.12,5.39,1.77,4.48,0.51,6.46,-0.44,4.61,1.51,12.72,4.18,0.41,0.00,57.79,-12.73,56.99,0.00
2024-01-04 13:30:00,7.52,2.47,3.73,1.23,6.47,2.13,5.34,1.76,4.49,0.51,6.50,-0.42,4.55,1.50,12.78,4.20,0.41,0.00,57.88,-12.89,57.09,0.00
2024-01-04 14:00:00,7.44,2.44,3.55,1.17,6.49,2.13,5.29,1.74,4.44,0.51,6.44,-0.49,4.55,1.50,12.80,4.21,0.41,0.00,57.32,-13.30,56.53,0.00
2024-01-04 14:30:00,7.39,2.43,3.48,1.14,6.44,2.12,5.18,1.70,4.44,0.51,6.37,-0.47,4.60,1.51,12.72,4.18,0.41,0.00,57.00,-13.41,56.21,0.00
2024-01-04 15:00:00,7.38,2.43,3.52,1.16,6.33,2.08,5.23,1.72,4.27,0.52,6.41,-0.47,4.50,1.48,12.49,4.11,0.41,0.00,56.51,-13.47,55.74,0.00
2024-01-04 15:30:00,7.57,2.49,3.61,1.19,6.30,2.07,5.08,1.67,4.33,0.60,6.34,-0.47,4.47,1.47,12.40,4.08,0.41,0.00,56.45,-13.80,55.67,0.00
2024-01-04 16:00:00,7.98,2.62,3.73,1.23,6.32,2.08,5.25,1.73,4.60,0.60,6.40,-0.47,4.77,1.57,12.45,4.09,0.41,0.00,57.93,-13.45,57.13,0.00
2024-01-04 16:30:00,8.27,2.72,3.83,1.26,6.33,2.08,5.56,1.83,4.95,0.60,6.52,-0.47,5.11,1.68,12.45,4.09,0.41,0.00,59.33,-13.18,58.52,0.00
2024-01-04 17:00:00,8.76,2.88,3.94,1.30,6.32,2.08,5.97,1.96,5.29,0.60,6.75,-0.52,5.34,1.76,12.40,4.08,0.48,0.00,61.57,-12.50,60.71,1.44
2024-01-04 17:30:00,9.18,3.02,4.14,1.36,6.31,2.07,6.27,2.06,5.57,0.60,6.90,-0.49,5.37,1.76,12.42,4.08,0.52,0.00,62.80,-12.35,61.93,1.87
2024-01-04 18:00:00,9.64,3.17,4.29,1.41,6.16,2.02,6.40,2.10,5.87,0.60,7.12,-0.47,5.37,1.76,12.07,3.97,0.56,0.00,63.83,-12.13,62.94,1.98
2024-01-04 18:30:00,9.96,3.27,4.57,1.50,5.86,1.92,6.38,2.10,5.91,0.60,7.26,-0.42,5.37,1.76,11.44,3.76,0.56,0.00,63.35,-12.44,62.45,1.90
2024-01-04 19:00:00,9.81,3.23,4.38,1.44,5.64,1.86,6.29,2.07,5.76,0.60,7.12,-0.37,5.21,1.71,11.04,3.63,0.51,0.00,61.50,-13.08,60.63,1.14
2024-01-04 19:30:00,9.65,3.17,4.16,1.37,5.48,1.80,5.97,1.96,5.55,0.60,6.88,-0.29,5.01,1.65,10.72,3.52,0.51,-0.20,59.11,-13.88,58.28,0.00
2024-01-04 20:00:00,9.02,2.96,3.90,1.28,5.39,1.77,5.67,1.86,5.27,0.60,6.69,-0.36,4.72,1.55,10.53,3.46,0.51,-0.15,56.70,-14.65,55.91,0.00
2024-01-04 20:30:00,8.43,2.77,3.67,1.21,5.10,1.68,5.32,1.75,4.94,0.58,6.40,-0.36,4.55,1.50,9.94,3.27,0.46,0.00,53.56,-15.54,52.82,0.00
2024-01-04 21:00:00,8.04,2.64,3.49,1.15,4.88,1.60,5.06,1.66,4.59,0.64,6.10,-0.39,4.26,1.40,9.47,3.11,0.46,0.00,50.90,-16.27,50.18,0.00
2024-01-04 21:30:00,7.61,2.50,3.04,1.00,4.71,1.55,4.75,1.56,4.37,0.59,5.79,-0.41,4.02,1.32,9.10,2.99,0.41,0.00,48.24,-17.51,47.56,0.00
2024-01-04 22:00:00,7.24,2.38,2.77,0.91,4.40,1.45,4.40,1.45,4.15,0.60,5.47,-0.42,3.70,1.22,8.50,2.79,0.41,0.00,45.31,-18.06,44.66,0.00
2024-01-04 22:30:00,6.84,2.25,2.69,0.88,4.11,1.35,4.11,1.35,3.96,0.55,4.95,-0.46,3.41,1.12,7.87,2.59,0.41,0.00,41.94,-18.93,41.35,0.00
2024-01-04 23:00:00,6.27,2.06,2.71,0.89,3.96,1.30,3.85,1.26,3.64,0.37,4.62,-0.49,3.14,1.03,7.56,2.48,0.41,0.00,39.23,-19.46,38.68,0.00
2024-01-04 23:30:00,5.93,1.95,2.49,0.82,3.74,1.23,3.58,1.18,3.33,0.34,4.49,-0.44,2.96,0.97,7.10,2.34,0.00,0.00,36.94,-19.65,36.41,0.00
2024-01-05 00:00:00,5.76,1.89,2.42,0.80,3.65,1.20,3.49,1.15,2.91,0.47,4.28,-0.48,2.81,0.92,6.92,2.28,0.00,0.00,35.36,-20.04,34.87,0.00
2024-01-05 00:30:00,6.29,2.07,2.83,0.93,3.81,1.25,4.03,1.32,3.13,0.59,5.45,-0.50,2.97,0.98,7.24,2.38,0.00,0.00,39.22,-19.24,38.70,0.00
2024-01-05 01:00:00,6.57,2.16,2.61,0.86,3.80,1.25,4.20,1.38,3.19,0.66,5.89,-0.53,3.01,0.99,7.22,2.37,0.00,0.00,40.43,-18.96,39.88,0.00
2024-01-05 01:30:00,6.29,2.07,2.45,0.81,3.74,1.23,4.15,1.36,3.11,0.66,5.85,-0.57,2.82,0.93,7.10,2.33,0.00,0.00,39.39,-19.31,38.84,0.00
2024-01-05 02:00:00,6.12,2.01,2.31,0.76,3.66,1.20,4.15,1.36,3.07,0.59,5.60,-0.59,2.78,0.92,6.94,2.28,0.00,0.00,38.45,-19.25,37.92,0.00
2024-01-05 02:30:00,6.08,2.00,2.22,0.73,3.65,1.20,4.18,1.37,3.00,0.59,5.51,-0.58,2.75,0.90,6.90,2.27,0.00,0.00,38.10,-19.38,37.58,0.00
2024-01-05 03:00:00,5.84,1.92,2.16,0.71,3.66,1.20,3.97,1.30,2.90,0.59,5.46,-0.58,2.60,0.86,6.91,2.27,0.00,0.00,37.22,-19.79,36.69,0.00
2024-01-05 03:30:00,5.71,1.88,2.03,0.67,3.62,1.19,3.81,1.25,2.78,0.59,5.23,-0.59,2.56,0.84,6.87,2.26,0.00,0.00,36.23,-19.81,35.73,0.00
2024-01-05 04:00:00,5.41,1.78,2.36,0.77,3.56,1.17,3.70,1.22,2.74,0.59,4.93,-0.59,2.54,0.83,6.73,2.21,0.00,0.00,35.05,-20.14,34.55,0.00
2024-01-05 04:30:00,5.32,1.75,2.31,0.76,3.54,1.16,3.65,1.20,2.66,0.59,4.70,-0.59,2.52,0.83,6.70,2.20,0.00,0.00,34.34,-20.29,33.86,0.00
2024-01-05 05:00:00,5.31,1.74,2.24,0.74,3.53,1.16,3.63,1.19,2.56,0.59,4.50,-0.59,2.55,0.84,6.67,2.19,0.00,0.00,33.90,-20.40,33.42,0.00
2024-01-05 05:30:00,5.17,1.70,2.22,0.73,3.60,1.18,3.66,1.20,2.57,0.59,4.48,-0.59,2.61,0.86,6.85,2.25,0.00,0.00,34.12,-20.20,33.65,0.00
2024-01-05 06:00:00,5.16,1.70,2.36,0.77,3.69,1.21,3.66,1.20,2.68,0.59,4.50,-0.57,2.76,0.91,7.04,2.31,0.00,0.00,35.00,-20.11,34.53,0.00
2024-01-05 06:30:00,5.69,1.87,2.39,0.79,4.00,1.32,4.12,1.36,2.96,0.59,4.68,-0.57,3.04,1.00,7.70,2.53,0.00,0.00,38.45,-18.81,37.94,0.00
2024-01-05 07:00:00,6.26,2.06,2.49,0.82,4.38,1.44,4.28,1.41,3.39,0.59,4.96,-0.53,3.32,1.09,8.35,2.75,0.00,0.00,41.72,-18.20,41.16,0.00
2024-01-05 07:30:00,6.61,2.17,3.09,1.02,4.53,1.49,4.57,1.50,3.65,0.59,4.94,-0.53,3.81,1.25,8.78,2.89,0.41,0.00,44.86,-17.25,44.28,0.00
2024-01-05 08:00:00,6.91,2.27,3.39,1.12,4.76,1.56,4.95,1.63,3.90,0.59,5.24,-0.52,4.04,1.33,9.27,3.05,0.41,0.00,47.69,-16.44,47.05,0.00
2024-01-05 08:30:00,7.03,2.31,3.54,1.16,5.15,1.69,5.30,1.74,4.06,0.59,5.42,-0.52,4.18,1.37,10.06,3.31,0.41,-0.16,50.60,-15.25,49.94,0.00
2024-01-05 09:00:00,7.05,2.32,3.54,1.16,5.55,1.82,5.36,1.76,4.20,0.57,5.72,-0.49,4.31,1.42,10.92,3.59,0.41,-0.16,52.64,-14.60,51.93,0.00
2024-01-05 09:30:00,7.11,2.34,3.72,1.22,5.89,1.94,5.54,1.82,4.30,0.51,6.00,-0.42,4.46,1.46,11.61,3.82,0.41,-0.16,54.76,-13.73,54.03,0.00
2024-01-05 10:00:00,7.02,2.31,3.52,1.16,6.08,2.00,5.25,1.73,4.26,0.51,6.13,-0.44,4.38,1.44,12.00,3.94,0.41,-0.16,54.58,-13.88,53.85,0.00
2024-01-05 10:30:00,6.82,2.24,3.50,1.15,6.22,2.05,5.12,1.68,4.22,0.51,6.10,-0.44,4.45,1.46,12.19,4.01,0.41,-0.16,54.76,-13.76,54.00,0.00
2024-01-05 11:00:00,6.61,2.17,3.46,1.14,6.26,2.06,4.90,1.61,4.16,0.51,6.15,-0.44,4.43,1.46,12.28,4.04,0.20,-0.16,54.46,-13.93,53.72,0.00
2024-01-05 11:30:00,6.55,2.15,3.38,1.11,6.35,2.09,4.89,1.61,4.26,0.51,6.32,-0.44,4.41,1.45,12.45,4.09,0.20,-0.16,54.80,-13.71,54.06,0.00
2024-01-05 12:00:00,6.64,2.18,3.41,1.12,6.38,2.10,4.82,1.58,4.30,0.44,6.23,-0.44,4.34,1.43,12.52,4.12,0.41,0.00,54.86,-13.74,54.12,0.00
2024-01-05 12:30:00,6.65,2.19,3.35,1.10,6.37,2.09,4.81,1.58,4.38,0.44,6.17,-0.44,4.34,1.43,12.50,4.11,0.41,0.00,54.96,-13.83,54.21,0.00
2024-01-05 13:00:00,6.66,2.19,3.27,1.07,6.31,2.07,4.83,1.59,4.27,0.46,6.22,-0.44,4.29,1.41,12.38,4.07,0.41,0.00,54.52,-14.09,53.77,0.00
2024-01-05 13:30:00,6.66,2.19,3.22,1.06,6.31,2.07,4.83,1.59,4.38,0.44,6.21,-0.45,4.16,1.37,12.36,4.06,0.41,-0.25,54.29,-14.20,53.54,0.00
2024-01-05 14:00:00,6.56,2.16,3.14,1.03,6.26,2.06,4.72,1.55,4.29,0.48,6.12,-0.47,4.14,1.36,12.27,4.03,0.41,0.00,53.65,-14.36,52.93,0.00
2024-01-05 14:30:00,6.75,2.22,3.17,1.04,6.20,2.04,4.87,1.60,4.31,0.48,6.12,-0.49,4.28,1.41,12.14,3.99,0.41,0.00,54.03,-14.46,53.29,0.00
2024-01-05 15:00:00,6.71,2.20,3.23,1.06,6.08,2.00,4.71,1.55,4.20,0.48,6.08,-0.47,4.10,1.35,11.90,3.91,0.41,0.00,53.17,-14.38,52.43,0.00
2024-01-05 15:30:00,6.72,2.21,3.19,1.05,5.95,1.96,4.68,1.54,4.00,0.58,5.96,-0.47,4.06,1.33,11.62,3.82,0.41,0.00,52.17,-14.84,51.48,0.00
2024-01-05 16:00:00,6.80,2.24,3.32,1.09,5.96,1.96,4.86,1.60,4.18,0.58,5.98,-0.48,4.27,1.40,11.64,3.83,0.41,0.00,53.03,-14.91,52.30,0.00
2024-01-05 16:30:00,7.27,2.39,3.41,1.12,5.98,1.96,5.06,1.66,4.66,0.58,6.33,-0.52,4.60,1.51,11.65,3.83,0.41,-0.16,55.25,-14.36,54.51,0.00
2024-01-05 17:00:00,7.92,2.60,3.73,1.23,6.02,1.98,5.61,1.84,5.03,0.58,6.51,-0.51,4.93,1.62,11.83,3.89,0.45,-0.16,58.00,-13.48,57.22,0.27
2024-01-05 17:30:00,8.42,2.77,3.88,1.28,5.99,1.97,6.01,1.98,5.45,0.58,6.71,-0.43,5.13,1.69,11.70,3.85,0.49,-0.16,60.05,-13.02,59.23,1.69
2024-01-05 18:00:00,8.74,2.87,4.02,1.32,5.82,1.91,6.14,2.02,5.68,0.54,6.71,-0.43,5.13,1.69,11.37,3.74,0.51,-0.16,60.46,-12.99,59.63,1.71
2024-01-05 18:30:00,9.02,2.96,4.02,1.32,5.65,1.86,6.14,2.02,5.75,0.55,6.96,-0.43,5.13,1.69,11.03,3.62,0.55,-0.16,60.31,-13.05,59.47,1.69
2024-01-05 19:00:00,9.02,2.96,3.84,1.26,5.50,1.81,6.06,1.99,5.75,0.55,7.07,-0.43,5.04,1.66,10.74,3.53,0.52,-0.16,59.40,-13.35,58.56,1.65
2024-01-05 19:30:00,8.87,2.92,3.74,1.23,5.38,1.77,5.79,1.90,5.61,0.43,6.95,-0.43,4.87,1.60,10.50,3.45,0.52,-0.16,57.58,-13.91,56.77,1.51
2024-01-05 20:00:00,8.20,2.70,3.74,1.23,5.34,1.76,5.48,1.80,5.33,0.50,6.64,-0.46,4.64,1.52,10.43,3.43,0.48,-0.16,55.13,-14.67,54.35,1.31
2024-01-05 20:30:00,7.85,2.58,3.52,1.16,5.09,1.68,5.11,1.68,4.80,0.62,6.36,-0.54,4.46,1.46,9.93,3.26,0.44,-0.16,52.04,-15.77,51.30,1.04
2024-01-05 21:00:00,7.43,2.44,3.20,1.05,4.91,1.61,4.92,1.62,4.52,0.62,6.00,-0.54,4.26,1.40,9.54,3.14,0.42,0.00,49.62,-16.51,48.93,0.31
2024-01-05 21:30:00,6.99,2.30,3.10,1.02,4.69,1.54,4.66,1.53,4.26,0.62,5.72,-0.54,4.01,1.32,9.07,2.98,0.42,0.00,46.92,-17.44,46.26,0.00
2024-01-05 22:00:00,6.77,2.23,2.76,0.91,4.58,1.50,4.40,1.45,4.04,0.62,5.48,-0.54,3.78,1.24,8.78,2.89,0.42,0.00,44.72,-18.04,44.08,0.00
2024-01-05 22:30:00,6.37,2.10,2.46,0.81,4.33,1.42,4.08,1.34,3.78,0.62,5.16,-0.54,3.54,1.16,8.20,2.69,0.42,0.00,41.75,-18.69,41.16,0.00
2024-01-05 23:00:00,6.14,2.02,2.22,0.73,4.13,1.36,3.83,1.26,3.60,0.58,4.89,-0.54,3.35,1.10,7.74,2.55,0.42,0.00,39.47,-19.23,38.91,0.00
2024-01-05 23:30:00,5.82,1.91,2.11,0.69,3.78,1.24,3.66,1.20,3.44,0.44,4.73,-0.47,3.24,1.07,7.22,2.37,0.42,0.00,37.73,-19.64,37.19,0.00
2024-01-06 00:00:00,5.67,1.86,2.05,0.67,3.73,1.22,3.59,1.18,3.26,0.56,4.51,-0.48,2.91,0.96,7.03,2.31,0.00,0.00,35.96,-20.20,35.46,0.00
2024-01-06 00:30:00,6.12,2.01,2.44,0.80,3.85,1.26,4.07,1.34,3.42,0.61,5.53,-0.54,3.01,0.99,7.28,2.39,0.00,0.00,39.37,-19.26,38.84,0.00
2024-01-06 01:00:00,6.37,2.10,2.64,0.87,3.85,1.27,4.29,1.41,3.47,0.61,6.03,-0.53,3.09,1.02,7.31,2.40,0.00,0.00,40.91,-18.73,40.36,0.00
2024-01-06 01:30:00,6.16,2.02,2.69,0.88,3.76,1.24,4.20,1.38,3.32,0.61,5.94,-0.59,3.07,1.01,7.16,2.35,0.00,0.00,39.74,-19.06,39.17,0.00
2024-01-06 02:00:00,5.98,1.96,2.18,0.72,3.84,1.26,3.96,1.30,3.17,0.61,5.78,-0.59,2.83,0.93,7.14,2.34,0.00,0.00,38.43,-19.51,37.88,0.00
2024-01-06 02:30:00,5.83,1.92,2.20,0.72,3.91,1.28,4.04,1.33,3.11,0.61,5.79,-0.53,2.76,0.91,7.19,2.36,0.00,0.00,38.24,-19.57,37.70,0.00
2024-01-06 03:00:00,5.78,1.90,2.12,0.70,3.89,1.28,3.91,1.29,3.00,0.60,5.79,-0.51,2.67,0.88,7.20,2.36,0.00,0.00,37.75,-19.52,37.21,0.00
2024-01-06 03:30:00,5.62,1.85,2.14,0.70,3.70,1.22,3.78,1.24,2.86,0.47,5.50,-0.52,2.61,0.86,6.95,2.28,0.00,0.00,36.61,-19.90,36.09,0.00
2024-01-06 04:00:00,5.46,1.80,2.33,0.76,3.59,1.18,3.61,1.19,2.76,0.62,5.16,-0.62,2.57,0.85,6.83,2.25,0.00,0.00,35.30,-20.25,34.79,0.00
2024-01-06 04:30:00,5.28,1.74,1.88,0.62,3.50,1.15,3.49,1.15,2.68,0.62,4.77,-0.62,2.56,0.84,6.62,2.18,0.00,0.00,34.03,-20.61,33.54,0.00
2024-01-06 05:00:00,5.12,1.68,1.78,0.58,3.47,1.14,3.32,1.09,2.60,0.62,4.59,-0.62,2.56,0.84,6.57,2.16,0.00,0.00,33.25,-20.74,32.77,0.00
2024-01-06 05:30:00,5.16,1.70,1.70,0.56,3.49,1.15,3.34,1.10,2.60,0.62,4.47,-0.60,2.54,0.83,6.63,2.18,0.00,0.00,33.15,-20.71,32.69,0.00
2024-01-06 06:00:00,5.18,1.70,1.73,0.57,3.76,1.24,3.30,1.08,2.60,0.62,4.40,-0.60,2.54,0.83,6.99,2.30,0.00,0.00,33.39,-20.53,32.92,0.00
2024-01-06 06:30:00,5.31,1.74,2.16,0.71,3.80,1.25,3.52,1.16,2.74,0.51,4.50,-0.50,2.74,0.90,7.23,2.38,0.00,0.00,35.21,-19.93,34.72,0.00
2024-01-06 07:00:00,5.39,1.77,2.42,0.80,3.87,1.27,3.57,1.17,2.92,0.44,4.69,-0.51,2.79,0.92,7.39,2.43,0.00,0.00,36.49,-19.60,36.00,0.00
2024-01-06 07:30:00,5.72,1.88,2.48,0.82,4.07,1.34,3.70,1.22,3.06,0.57,4.70,-0.56,2.86,0.94,7.81,2.57,0.00,0.00,38.12,-19.11,37.60,0.00
2024-01-06 08:00:00,6.05,1.99,2.39,0.79,4.21,1.38,3.94,1.30,3.32,0.59,4.79,-0.56,3.03,1.00,8.08,2.66,0.00,0.00,39.94,-18.50,39.41,0.00
2024-01-06 08:30:00,6.43,2.11,2.72,0.89,4.60,1.51,4.14,1.36,3.65,0.57,5.09,-0.51,3.32,1.09,8.90,2.93,0.00,0.00,43.43,-17.36,42.86,0.00
2024-01-06 09:00:00,6.71,2.20,2.87,0.94,4.96,1.63,4.36,1.43,3.93,0.56,5.34,-0.49,3.74,1.23,9.62,3.16,0.41,0.00,46.47,-16.41,45.86,0.00
2024-01-06 09:30:00,6.92,2.27,2.96,0.97,5.34,1.76,4.64,1.52,4.20,0.52,5.64,-0.47,3.90,1.28,10.40,3.42,0.41,0.00,49.18,-15.76,48.52,0.00
2024-01-06 10:00:00,7.02,2.31,3.05,1.00,5.62,1.85,4.70,1.55,4.28,0.52,5.76,-0.49,3.94,1.30,10.96,3.60,0.41,0.00,50.35,-15.34,49.66,0.00
2024-01-06 10:30:00,6.99,2.30,3.14,1.03,5.83,1.92,4.75,1.56,4.40,0.52,5.89,-0.49,4.08,1.34,11.38,3.74,0.41,0.00,51.51,-15.01,50.81,0.00
2024-01-06 11:00:00,6.97,2.29,3.14,1.03,5.97,1.96,4.57,1.50,4.44,0.52,5.94,-0.49,4.08,1.34,11.67,3.84,0.41,0.00,51.92,-14.86,51.21,0.00
2024-01-06 11:30:00,6.75,2.22,3.05,1.00,6.02,1.98,4.36,1.43,4.46,0.49,5.94,-0.45,4.13,1.36,11.78,3.87,0.41,0.00,51.58,-14.84,50.87,0.00
2024-01-06 12:00:00,6.81,2.24,3.07,1.01,6.07,1.99,4.52,1.49,4.43,0.47,5.99,-0.46,4.19,1.38,11.87,3.90,0.41,0.00,52.14,-14.54,51.46,0.00
2024-01-06 12:30:00,6.98,2.30,3.07,1.01,6.08,2.00,4.54,1.49,4.48,0.47,6.15,-0.46,4.19,1.38,11.90,3.91,0.41,0.00,52.61,-14.68,51.88,0.00
2024-01-06 13:00:00,6.97,2.29,3.05,1.00,6.08,2.00,4.50,1.48,4.44,0.47,6.15,-0.45,4.18,1.37,11.92,3.92,0.41,0.00,52.60,-14.55,51.89,0.00
2024-01-06 13:30:00,7.03,2.31,3.19,1.05,6.09,2.00,4.69,1.54,4.55,0.48,6.18,-0.46,4.34,1.43,11.93,3.92,0.41,0.00,53.20,-14.41,52.47,0.00
2024-01-06 14:00:00,7.15,2.35,3.20,1.05,6.12,2.01,4.72,1.55,4.50,0.51,6.16,-0.46,4.28,1.40,11.98,3.94,0.41,0.00,53.42,-14.44,52.69,0.00
