Power Units_Bus Number,MW_7044,MVAr_7044,MW_7210,MVAr_7210,MW_7263,MVAr_7263,MW_7297,MVAr_7297,MW_7555,MVAr_7555,MW_7573,MVAr_7573,MW_7780,MVAr_7780,MW_7921,MVAr_7921,MW_11005,MVAr_11005,MW_891100,MVAr_891100,MW_893502,MVAr_893502
2024-11-20 21:00:00,8.90,2.93,3.81,1.25,5.85,1.92,5.25,1.73,5.61,0.62,6.91,-0.47,4.87,1.60,10.98,3.61,0.63,0.00,59.12,-15.08,58.28,0.00
2024-11-20 21:30:00,8.22,2.70,3.69,1.21,5.59,1.84,5.07,1.67,5.20,0.63,6.52,-0.49,4.71,1.55,10.30,3.39,0.58,0.00,55.57,-16.38,54.79,0.00
2024-11-20 22:00:00,7.74,2.54,3.41,1.12,5.30,1.74,4.76,1.56,4.85,0.68,6.11,-0.50,4.40,1.45,9.73,3.20,0.52,0.00,52.22,-17.23,51.47,0.01
2024-11-20 22:30:00,7.24,2.38,3.04,1.00,4.89,1.61,4.39,1.44,4.50,0.68,5.57,-0.52,4.00,1.32,9.18,3.02,0.52,0.00,48.38,-18.26,47.70,0.00
2024-11-20 23:00:00,6.82,2.24,2.80,0.92,4.56,1.50,4.03,1.32,4.16,0.68,5.21,-0.52,3.62,1.19,8.55,2.81,0.43,0.00,44.98,-18.93,44.34,0.00
2024-11-20 23:30:00,6.51,2.14,2.54,0.83,4.26,1.40,3.80,1.25,3.82,0.63,4.89,-0.54,3.50,1.15,7.99,2.63,0.42,0.00,42.29,-19.13,41.69,0.00
2024-11-21 00:00:00,6.21,2.04,2.66,0.87,4.12,1.36,3.71,1.22,3.68,0.47,4.69,-0.44,3.32,1.09,7.75,2.55,0.42,0.00,40.57,-19.68,40.00,0.00
2024-11-21 00:30:00,6.42,2.11,3.15,1.04,4.15,1.36,4.14,1.36,3.87,0.58,5.71,-0.42,3.30,1.08,7.93,2.61,0.42,0.00,43.31,-18.84,42.74,0.00
2024-11-21 01:00:00,6.97,2.29,3.27,1.07,4.23,1.39,4.54,1.49,3.93,0.60,6.30,-0.42,3.45,1.13,8.10,2.66,0.00,0.00,45.70,-18.10,45.08,0.00
2024-11-21 01:30:00,6.71,2.20,2.91,0.96,4.17,1.37,4.63,1.52,3.76,0.55,6.27,-0.49,3.34,1.10,7.75,2.55,0.41,-0.30,44.73,-18.91,44.10,0.00
2024-11-21 02:00:00,6.90,2.27,2.77,0.91,4.16,1.37,4.63,1.52,3.64,0.47,6.07,-0.54,3.27,1.07,7.56,2.48,0.00,0.00,43.82,-18.93,43.21,0.00
2024-11-21 02:30:00,6.79,2.23,2.76,0.91,4.10,1.35,4.53,1.49,3.57,0.47,6.14,-0.54,3.12,1.03,7.42,2.44,0.00,0.00,43.35,-18.94,42.75,0.00
2024-11-21 03:00:00,6.60,2.17,2.73,0.90,4.06,1.33,4.40,1.45,3.48,0.54,6.12,-0.54,3.10,1.02,7.35,2.42,0.20,0.00,42.40,-19.37,41.80,0.00
2024-11-21 03:30:00,6.28,2.06,2.59,0.85,3.98,1.31,4.24,1.39,3.38,0.63,5.72,-0.55,3.07,1.01,7.21,2.37,0.00,0.00,40.85,-19.77,40.27,0.00
2024-11-21 04:00:00,5.89,1.94,2.46,0.81,3.75,1.23,4.08,1.34,3.25,0.63,5.36,-0.55,2.96,0.97,7.04,2.31,0.00,0.00,39.32,-20.17,38.76,0.00
2024-11-21 04:30:00,5.87,1.93,2.35,0.77,3.71,1.22,4.14,1.36,3.14,0.63,5.09,-0.57,2.83,0.93,6.97,2.29,0.20,0.00,38.67,-20.10,38.12,0.00
2024-11-21 05:00:00,5.83,1.92,2.29,0.75,3.69,1.21,4.13,1.36,3.05,0.63,4.94,-0.57,2.87,0.94,6.94,2.28,0.00,0.00,38.11,-20.15,37.58,0.00
2024-11-21 05:30:00,5.83,1.92,2.29,0.75,3.80,1.25,3.87,1.27,3.11,0.63,4.87,-0.55,2.99,0.98,7.15,2.35,0.41,0.00,38.44,-20.18,37.91,0.00
2024-11-21 06:00:00,5.76,1.89,2.38,0.78,3.90,1.28,4.00,1.32,3.13,0.63,4.74,-0.56,2.99,0.98,7.33,2.41,0.20,0.00,39.00,-19.97,38.47,0.00
2024-11-21 06:30:00,6.37,2.10,2.94,0.96,4.24,1.39,4.32,1.42,3.31,0.62,5.04,-0.49,3.37,1.11,8.10,2.66,0.41,0.00,42.74,-18.98,42.18,0.00
2024-11-21 07:00:00,7.12,2.34,3.12,1.02,4.57,1.50,4.86,1.60,3.81,0.70,5.51,-0.54,3.72,1.22,8.78,2.88,0.41,0.00,47.25,-17.41,46.64,0.00
2024-11-21 07:30:00,7.84,2.58,3.59,1.18,5.01,1.65,5.31,1.74,4.32,0.70,5.83,-0.54,4.27,1.40,9.62,3.16,0.44,0.00,52.08,-15.82,51.40,0.00
2024-11-21 08:00:00,7.96,2.62,3.91,1.29,5.36,1.76,5.72,1.88,4.55,0.63,5.96,-0.51,4.61,1.51,10.31,3.39,0.50,0.00,55.02,-14.91,54.29,0.00
2024-11-21 08:30:00,7.88,2.59,3.99,1.31,5.84,1.92,5.79,1.90,4.77,0.60,6.36,-0.47,4.78,1.57,11.22,3.69,0.50,0.00,57.55,-13.99,56.78,0.00
2024-11-21 09:00:00,8.05,2.64,3.98,1.31,6.24,2.05,5.80,1.90,4.83,0.60,6.67,-0.46,4.92,1.62,12.01,3.95,0.50,0.00,59.96,-13.24,59.15,0.00
2024-11-21 09:30:00,8.20,2.70,4.17,1.37,6.84,2.25,5.99,1.97,5.09,0.54,7.00,-0.42,5.14,1.69,13.31,4.38,0.50,0.00,63.48,-11.84,62.63,0.00
2024-11-21 10:00:00,6.30,2.79,4.28,1.41,7.01,2.30,6.01,1.98,5.09,0.54,7.10,-0.42,5.17,1.70,13.72,4.51,0.50,0.00,64.90,-11.61,64.00,0.00
2024-11-21 10:30:00,8.25,2.71,4.21,1.38,7.26,2.39,5.98,1.96,5.11,0.54,7.26,-0.38,5.21,1.71,14.21,4.67,0.50,0.00,65.54,-11.39,64.64,0.00
2024-11-21 11:00:00,8.06,2.65,4.21,1.38,7.39,2.43,5.88,1.93,5.11,0.48,7.21,-0.37,5.10,1.68,14.46,4.75,0.46,0.00,65.54,-11.03,64.62,0.00
2024-11-21 11:30:00,8.05,2.64,4.14,1.36,7.48,2.46,5.84,1.92,5.09,0.49,7.17,-0.36,5.29,1.74,14.65,4.81,0.46,0.00,65.85,-11.04,64.94,0.00
2024-11-21 12:00:00,7.85,2.58,4.07,1.34,7.48,2.46,5.77,1.90,5.13,0.51,7.21,-0.36,5.12,1.68,14.65,4.81,0.46,0.00,65.34,-11.22,64.43,0.00
2024-11-21 12:30:00,7.91,2.60,3.99,1.31,7.44,2.44,5.71,1.88,5.10,0.51,7.25,-0.34,5.05,1.66,14.56,4.78,0.50,0.00,65.09,-11.42,64.17,0.00
2024-11-21 13:00:00,7.93,2.61,4.10,1.35,7.36,2.42,5.48,1.80,5.06,0.51,7.30,-0.34,5.02,1.65,14.30,4.70,0.50,0.00,64.42,-11.97,63.55,0.00
2024-11-21 13:30:00,7.50,2.47,3.70,1.22,7.43,2.44,5.44,1.79,5.00,0.49,7.10,-0.33,4.92,1.62,14.16,4.65,0.46,0.00,63.30,-12.77,62.40,0.00
2024-11-21 14:00:00,7.62,2.50,3.61,1.19,7.36,2.42,5.34,1.76,4.77,0.33,6.89,-0.42,4.79,1.57,13.78,4.53,0.42,0.00,61.91,-13.23,61.05,0.00
2024-11-21 14:30:00,7.59,2.49,3.59,1.18,7.24,2.38,5.19,1.70,4.74,0.32,6.80,-0.43,4.81,1.58,13.58,4.46,0.42,0.00,61.19,-13.38,60.34,0.00
2024-11-21 15:00:00,7.58,2.49,3.63,1.19,7.14,2.35,5.13,1.69,4.79,0.32,6.71,-0.45,4.74,1.56,13.37,4.40,0.42,0.00,60.65,-13.46,59.82,0.00
2024-11-21 15:30:00,7.65,2.51,3.71,1.22,6.94,2.28,5.14,1.69,4.78,0.58,6.63,-0.39,4.77,1.57,13.36,4.39,0.42,0.00,60.55,-13.07,59.72,0.00
2024-11-21 16:00:00,7.80,2.56,3.86,1.27,6.92,2.28,5.34,1.76,5.05,0.60,6.73,-0.35,4.92,1.62,13.52,4.44,0.50,0.00,61.72,-12.87,60.88,0.00
2024-11-21 16:30:00,8.59,2.82,4.08,1.34,6.93,2.28,5.63,1.85,5.41,0.60,7.08,-0.32,5.24,1.72,13.40,4.41,0.58,0.00,64.31,-12.61,63.44,0.00
2024-11-21 17:00:00,9.20,3.02,4.42,1.45,7.08,2.33,6.11,2.01,5.93,0.64,7.43,-0.32,5.51,1.81,13.58,4.46,0.68,0.00,67.55,-11.82,66.62,0.00
2024-11-21 17:30:00,9.73,3.20,4.54,1.49,7.01,2.30,6.47,2.13,6.38,0.63,7.56,-0.32,5.84,1.92,13.46,4.42,0.74,0.00,69.45,-11.31,68.49,0.00
2024-11-21 18:00:00,9.92,3.26,4.68,1.54,6.88,2.26,6.58,2.16,6.65,0.60,7.62,-0.32,6.04,1.99,13.21,4.34,0.74,0.00,70.16,-11.02,69.18,0.00
2024-11-21 18:30:00,10.13,3.33,4.57,1.50,6.68,2.20,6.69,2.20,6.85,0.60,7.81,-0.27,6.08,2.00,12.83,4.22,0.74,0.00,70.16,-10.88,69.17,0.00
2024-11-21 19:00:00,10.05,3.30,4.64,1.53,6.55,2.15,6.48,2.13,6.79,0.56,7.90,-0.24,6.00,1.97,12.58,4.13,0.74,0.00,69.23,-11.33,68.26,0.00
2024-11-21 19:30:00,9.86,3.24,4.54,1.49,6.44,2.12,6.36,2.09,6.79,0.61,7.91,-0.26,5.83,1.92,12.37,4.06,0.74,0.00,68.03,-11.97,67.08,0.00
2024-11-21 20:00:00,9.67,3.18,4.40,1.45,6.33,2.08,5.99,1.97,6.45,0.64,7.68,-0.31,5.59,1.84,12.16,4.00,0.74,0.00,65.86,-12.61,64.91,0.00
2024-11-21 20:30:00,9.08,2.98,4.28,1.40,6.07,2.00,5.66,1.86,6.20,0.61,7.42,-0.31,5.37,1.76,11.65,3.83,0.66,0.00,62.88,-13.54,61.99,0.00
2024-11-21 21:00:00,8.57,2.82,4.02,1.32,5.88,1.93,5.31,1.74,5.91,0.61,7.13,-0.33,4.01,1.68,11.23,3.69,0.64,0.00,59.96,-14.86,59.12,0.00
2024-11-21 21:30:00,8.14,2.68,3.66,1.20,5.68,1.87,5.11,1.68,5.53,0.58,6.75,-0.40,4.79,1.57,10.62,3.49,0.62,0.00,56.54,-15.90,55.74,0.00
2024-11-21 22:00:00,7.82,2.57,3.70,1.22,5.45,1.79,4.87,1.60,5.09,0.58,6.30,-0.09,4.09,1.47,9.89,3.25,0.60,0.00,53.25,-17.15,52.50,0.01
2024-11-21 22:30:00,7.16,2.35,3.48,1.14,4.86,1.60,4.48,1.47,4.63,0.48,5.69,-0.54,3.99,1.36,9.24,3.04,0.51,0.00,49.17,-17.97,48.48,0.00
2024-11-21 23:00:00,6.76,2.22,3.02,0.99,4.56,1.50,4.12,1.36,4.35,0.48,5.38,-0.51,3.71,1.28,8.73,2.87,0.51,0.00,46.21,-18.77,45.56,0.00
2024-11-21 23:30:00,6.46,2.12,2.58,0.85,4.32,1.42,3.94,1.30,4.09,0.46,5.07,-0.51,3.50,1.15,8.12,2.67,0.42,0.00,43.36,-19.10,42.75,0.00
2024-11-22 00:00:00,6.35,2.09,2.51,0.82,4.14,1.36,3.85,1.26,3.86,0.46,4.88,-0.53,3.35,1.10,7.78,2.56,0.42,0.00,41.66,-19.58,41.08,0.00
2024-11-22 00:30:00,6.80,2.24,3.14,1.03,4.24,1.39,4.29,1.41,4.00,0.46,5.97,-0.51,3.46,1.14,7.97,2.62,0.42,0.00,44.65,-18.88,44.07,0.00
2024-11-22 01:00:00,7.24,2.38,3.24,1.07,4.29,1.41,4.67,1.54,4.02,0.57,6.55,-0.51,3.60,1.18,8.09,2.66,0.42,0.00,46.73,-18.17,46.12,0.00
2024-11-22 01:30:00,7.05,2.32,2.98,0.98,4.23,1.39,4.78,1.57,3.93,0.46,6.43,-0.53,3.52,1.16,7.91,2.60,0.42,0.00,46.12,-18.50,45.47,0.00
2024-11-22 02:00:00,7.10,2.33,3.03,1.00,4.23,1.39,4.68,1.54,3.74,0.45,6.24,-0.54,3.34,1.10,7.66,2.52,0.42,0.00,44.91,-18.89,44.29,0.00
2024-11-22 02:30:00,6.70,2.20,2.83,0.93,4.12,1.35,4.54,1.49,3.62,0.61,6.27,-0.52,2.96,1.09,7.54,2.48,0.42,-0.14,43.82,-19.20,43.21,0.00
2024-11-22 03:00:00,6.54,2.15,2.71,0.89,3.96,1.30,4.35,1.43,3.51,0.62,6.16,-0.50,3.17,1.04,7.43,2.44,0.00,0.00,42.75,-19.40,42.16,0.00
2024-11-22 03:30:00,6.44,2.12,2.72,0.89,3.87,1.27,4.30,1.41,3.32,0.64,5.89,-0.54,3.07,1.01,7.28,2.39,0.20,0.00,41.56,-20.05,40.98,0.00
2024-11-22 04:00:00,6.29,2.07,2.56,0.84,3.80,1.25,4.18,1.37,3.17,0.64,5.68,-0.54,2.25,1.00,7.15,2.35,0.41,0.00,40.34,-20.09,39.79,0.00
2024-11-22 04:30:00,4.74,2.02,2.43,0.80,3.75,1.23,4.07,1.34,3.05,0.67,5.46,-0.54,2.27,1.00,7.05,2.32,0.00,0.00,39.53,-20.05,38.98,0.00
2024-11-22 05:00:00,5.88,1.93,2.36,0.77,3.73,1.22,4.08,1.34,2.99,0.67,5.24,-0.54,2.37,1.00,7.01,2.30,0.00,0.00,38.50,-20.24,37.96,0.00
2024-11-22 05:30:00,5.93,1.95,2.58,0.85,3.83,1.26,3.99,1.31,3.01,0.56,5.20,-0.45,2.42,1.02,7.28,2.39,0.20,0.00,39.11,-19.81,38.58,0.00
2024-11-22 06:00:00,5.90,1.94,2.78,0.92,3.90,1.28,4.03,1.32,3.12,0.56,5.02,-0.45,3.17,1.04,7.45,2.45,0.41,0.00,39.82,-19.69,39.30,0.00
2024-11-22 06:30:00,6.68,2.20,2.96,0.97,4.28,1.41,4.46,1.46,3.55,0.60,5.34,-0.44,3.50,1.15,8.14,2.68,0.41,0.00,44.17,-18.42,43.60,0.00
2024-11-22 07:00:00,7.12,2.34,3.04,1.00,4.66,1.53,4.80,1.58,3.88,0.48,5.65,-0.39,3.84,1.26,8.74,2.87,0.41,0.00,47.29,-17.68,46.68,0.00
2024-11-22 07:30:00,7.56,2.49,3.41,1.12,5.04,1.66,5.36,1.76,4.38,0.45,5.94,-0.38,4.34,1.43,9.45,3.11,0.49,0.00,51.81,-16.21,51.14,0.00
2024-11-22 08:00:00,7.81,2.57,3.90,1.28,5.34,1.76,5.62,1.85,4.77,0.54,6.10,-0.38,4.53,1.49,10.21,3.36,0.54,0.00,54.97,-15.03,54.25,0.00
2024-11-22 08:30:00,8.03,2.64,4.07,1.34,5.82,1.91,5.79,1.90,4.86,0.57,6.48,-0.30,4.72,1.55,11.18,3.68,0.54,0.00,58.03,-13.65,57.27,0.00
2024-11-22 09:00:00,8.22,2.70,4.08,1.34,6.21,2.04,5.73,1.88,4.89,0.57,6.52,-0.32,4.79,1.57,11.93,3.92,0.49,0.00,59.82,-12.97,59.00,0.00
2024-11-22 09:30:00,7.95,2.61,3.96,1.30,6.69,2.20,5.79,1.90,5.01,0.57,6.74,-0.33,4.91,1.61,12.86,4.23,0.49,0.00,61.43,-12.57,60.60,0.00
2024-11-22 10:00:00,7.81,2.57,3.93,1.29,6.87,2.26,5.67,1.86,4.93,0.52,6.81,-0.31,4.91,1.61,13.21,4.34,0.49,0.00,61.66,-12.52,60.82,0.00
2024-11-22 10:30:00,7.53,2.48,3.99,1.31,7.04,2.31,5.49,1.80,4.87,0.56,6.84,-0.33,4.93,1.62,13.54,4.45,0.49,0.00,61.81,-12.45,60.96,0.00
2024-11-22 11:00:00,7.57,2.49,3.90,1.28,7.05,2.32,5.31,1.74,4.78,0.52,6.82,-0.28,4.73,1.56,13.55,4.45,0.44,0.00,61.35,-12.71,60.50,0.00
2024-11-22 11:30:00,7.15,2.35,3.93,1.29,7.09,2.33,5.18,1.70,4.78,0.54,6.85,-0.28,4.67,1.54,13.63,4.48,0.44,0.00,60.66,-12.91,59.83,0.00
2024-11-22 12:00:00,7.00,2.30,3.79,1.25,7.08,2.33,5.08,1.67,4.86,0.54,6.83,-0.28,4.73,1.56,13.62,4.48,0.44,0.00,60.30,-13.17,59.48,0.00
2024-11-22 12:30:00,7.13,2.34,3.90,1.28,7.06,2.32,4.93,1.62,4.89,0.53,6.95,-0.26,4.69,1.54,13.58,4.46,0.48,0.00,60.67,-12.98,59.84,0.00
2024-11-22 13:00:00,7.52,2.47,4.02,1.32,6.99,2.30,5.02,1.65,4.84,0.50,6.97,-0.20,4.56,1.50,13.46,4.42,0.48,0.00,60.80,-12.77,59.97,0.00
2024-11-22 13:30:00,7.51,2.47,4.08,1.34,6.96,2.29,5.08,1.67,4.78,0.56,6.90,-0.20,4.64,1.52,13.40,4.40,0.47,0.00,60.76,-13.03,59.91,0.00
2024-11-22 14:00:00,7.18,2.36,3.91,1.29,7.00,2.30,5.04,1.66,4.69,0.58,6.84,-0.20,4.38,1.44,13.46,4.42,0.42,0.00,59.94,-13.55,59.11,0.00
2024-11-22 14:30:00,7.22,2.37,3.90,1.28,6.86,2.26,5.02,1.65,4.72,0.58,6.73,-0.23,4.46,1.47,13.21,4.34,0.42,0.00,59.51,-13.55,58.70,0.00
2024-11-22 15:00:00,7.27,2.39,3.95,1.30,6.85,2.25,4.94,1.62,4.72,0.60,6.59,-0.31,4.36,1.43,13.17,4.33,0.42,0.00,59.20,-13.77,58.39,0.00
2024-11-22 15:30:00,7.18,2.36,3.97,1.30,6.78,2.23,4.95,1.63,4.77,0.62,6.51,-0.31,4.47,1.47,13.02,4.28,0.42,0.00,58.89,-14.12,58.08,0.00
2024-11-22 16:00:00,7.13,2.34,4.10,1.35,6.70,2.20,5.17,1.70,4.96,0.57,6.48,-0.31,4.66,1.53,12.87,4.23,0.42,0.00,59.24,-13.90,58.44,0.00
2024-11-22 16:30:00,7.81,2.57,4.05,1.33,6.72,2.21,5.44,1.79,5.34,0.57,6.79,-0.38,4.95,1.63,12.93,4.25,0.51,-0.30,61.95,-13.02,61.13,0.00
2024-11-22 17:00:00,8.58,2.82,4.32,1.42,6.86,2.26,5.82,1.91,5.81,0.62,7.20,-0.34,5.39,1.77,13.37,4.40,0.62,0.00,65.33,-12.09,64.44,0.00
2024-11-22 17:30:00,9.46,3.11,4.40,1.45,6.82,2.24,6.15,2.02,6.22,0.62,7.55,-0.39,5.62,1.85,13.13,4.31,0.68,0.00,67.75,-11.70,66.82,0.00
2024-11-22 18:00:00,9.76,3.21,4.45,1.46,6.75,2.22,6.34,2.08,6.34,0.49,7.58,-0.47,5.64,1.86,12.69,4.17,0.68,0.00,68.01,-11.97,67.06,0.00
2024-11-22 18:30:00,10.05,3.30,4.46,1.47,6.60,2.17,6.34,2.08,6.44,0.41,7.61,-0.43,5.48,1.80,12.38,4.07,0.68,0.00,67.83,-11.76,66.88,0.00
2024-11-22 19:00:00,10.01,3.29,4.33,1.42,6.46,2.12,6.33,2.08,6.33,0.52,7.64,-0.43,5.41,1.78,12.04,3.96,0.62,0.00,66.68,-12.39,65.73,0.05
2024-11-22 19:30:00,9.70,3.19,4.14,1.36,6.31,2.07,6.10,2.01,6.13,0.63,7.47,-0.45,5.26,1.73,11.82,3.88,0.62,0.00,64.59,-12.93,63.69,0.00
2024-11-22 20:00:00,9.13,3.00,4.20,1.38,6.30,2.07,5.70,1.87,5.83,0.67,7.31,-0.45,5.07,1.67,11.82,3.89,0.62,0.00,62.44,-13.77,61.55,0.00
2024-11-22 20:30:00,8.72,2.87,3.69,1.21,6.05,1.99,5.46,1.80,5.43,0.67,7.00,-0.47,5.02,1.65,11.35,3.73,0.58,0.00,59.69,-14.77,58.84,0.00
2024-11-22 21:00:00,8.68,2.85,3.54,1.16,5.80,1.91,5.14,1.69,5.14,0.63,6.77,-0.46,4.82,1.58,10.94,3.60,0.52,0.00,57.29,-15.14,56.48,0.00
2024-11-22 21:30:00,7.97,2.62,3.52,1.16,5.52,1.81,4.98,1.64,4.88,0.51,6.61,-0.44,4.47,1.47,10.57,3.47,0.52,0.00,54.26,-16.26,53.49,0.00
2024-11-22 22:00:00,7.70,2.53,3.19,1.05,5.28,1.74,4.71,1.55,4.67,0.51,6.26,-0.44,4.14,1.36,9.90,3.25,0.46,0.00,51.61,-17.14,50.89,0.00
2024-11-22 22:30:00,7.16,2.35,3.04,1.00,5.02,1.65,4.39,1.44,4.33,0.63,5.77,-0.49,3.90,1.28,9.22,3.03,0.41,0.00,47.95,-18.25,47.26,0.00
2024-11-22 23:00:00,6.84,2.25,2.76,0.91,4.65,1.53,4.19,1.38,4.00,0.68,5.44,-0.49,3.62,1.19,8.73,2.87,0.41,0.00,45.34,-18.72,44.70,0.00
2024-11-22 23:30:00,6.46,2.12,2.52,0.83,4.37,1.44,3.97,1.30,3.73,0.68,5.17,-0.50,3.45,1.13,8.22,2.70,0.41,0.00,42.77,-19.40,42.17,0.00
2024-11-23 00:00:00,6.06,1.99,2.44,0.80,4.17,1.37,3.90,1.28,3.53,0.68,5.02,-0.48,3.26,1.07,7.83,2.57,0.41,0.00,40.55,-19.87,40.00,0.00
2024-11-23 00:30:00,6.74,2.21,3.12,1.02,4.23,1.39,4.54,1.49,3.73,0.54,6.05,-0.51,3.34,1.10,7.95,2.61,0.41,0.00,44.03,-19.08,43.46,0.00
2024-11-23 01:00:00,7.17,2.36,3.12,1.02,4.24,1.39,4.67,1.54,3.69,0.65,6.53,-0.44,3.48,1.14,8.08,2.66,0.00,0.00,45.78,-18.56,45.15,0.00
2024-11-23 01:30:00,7.00,2.30,2.85,0.94,4.09,1.34,4.56,1.50,3.54,0.69,6.36,-0.41,3.32,1.09,7.83,2.57,0.00,0.00,44.59,-18.77,43.97,0.00
2024-11-23 02:00:00,6.80,2.24,2.77,0.91,4.00,1.32,4.40,1.45,3.44,0.69,6.11,-0.41,3.31,1.09,7.64,2.51,0.00,0.00,43.23,-19.17,42.64,0.00
2024-11-23 02:30:00,6.64,2.18,2.94,0.97,3.90,1.28,4.37,1.44,3.35,0.69,6.09,-0.41,2.25,1.08,7.43,2.44,0.00,0.00,42.30,-19.62,41.71,0.00
2024-11-23 03:00:00,6.50,2.14,2.74,0.90,3.89,1.28,4.25,1.40,3.28,0.69,6.14,-0.39,3.10,1.02,7.31,2.40,0.00,0.00,41.53,-19.71,40.96,0.00
2024-11-23 03:30:00,6.10,2.01,2.67,0.88,3.86,1.27,4.09,1.35,3.14,0.69,5.79,-0.39,3.01,0.99,7.25,2.38,0.00,0.00,40.21,-19.78,39.65,0.00
2024-11-23 04:00:00,6.18,2.03,2.74,0.90,3.81,1.25,4.05,1.33,3.03,0.69,5.51,-0.38,2.95,0.97,7.25,2.38,0.00,0.00,39.48,-19.62,38.92,0.00
2024-11-23 04:30:00,5.95,1.96,2.66,0.87,3.71,1.22,4.03,1.32,2.94,0.69,5.32,-0.40,2.97,0.98,7.10,2.33,0.00,0.00,38.53,-19.77,37.99,0.00
2024-11-23 05:00:00,5.75,1.89,2.62,0.86,3.62,1.19,3.90,1.28,2.84,0.69,5.05,-0.40,2.82,0.93,6.91,2.27,0.00,0.00,37.03,-20.24,36.50,0.00
2024-11-23 05:30:00,5.84,1.92,2.58,0.85,3.61,1.19,3.88,1.27,2.82,0.69,4.96,-0.40,2.79,0.92,6.90,2.27,0.00,0.00,36.86,-20.14,36.35,0.00
2024-11-23 06:00:00,5.84,1.92,2.38,0.78,3.71,1.22,3.76,1.24,2.86,0.69,4.97,-0.47,2.84,0.93,6.97,2.29,0.00,0.00,37.21,-20.03,36.70,0.00
2024-11-23 06:30:00,6.23,2.05,2.74,0.90,3.99,1.31,3.84,1.26,2.99,0.68,5.01,-0.39,3.10,1.02,7.22,2.38,0.00,0.00,39.05,-19.53,38.53,0.00
2024-11-23 07:00:00,6.22,2.04,2.90,0.95,4.09,1.34,4.08,1.34,3.13,0.67,5.03,-0.39,3.21,1.05,7.42,2.44,0.00,0.00,40.27,-19.31,39.71,0.00
2024-11-23 07:30:00,6.34,2.08,2.69,0.88,4.14,1.36,4.10,1.35,3.25,0.67,5.04,-0.33,3.19,1.05,7.70,2.53,0.00,0.00,41.45,-18.70,40.89,0.00
2024-11-23 08:00:00,6.66,2.19,3.02,0.99,4.37,1.44,4.45,1.46,3.44,0.63,5.01,-0.36,3.32,1.09,8.21,2.70,0.41,0.00,43.30,-18.10,42.72,0.00
2024-11-23 08:30:00,7.18,2.36,3.43,1.13,4.78,1.57,4.61,1.51,3.92,0.50,5.36,-0.31,3.62,1.19,8.97,2.95,0.41,0.00,47.12,-17.12,46.51,0.00
2024-11-23 09:00:00,7.71,2.54,3.66,1.20,5.14,1.69,4.78,1.57,4.15,0.50,5.56,-0.31,3.87,1.27,9.80,3.22,0.41,0.00,50.20,-16.01,49.53,0.00
2024-11-23 09:30:00,7.78,2.56,3.65,1.20,5.64,1.85,4.98,1.64,4.44,0.46,5.96,-0.28,4.07,1.34,10.83,3.56,0.42,0.00,53.52,-15.23,52.81,0.00
2024-11-23 10:00:00,7.90,2.60,3.58,1.18,5.89,1.94,5.17,1.70,4.60,0.41,6.08,-0.26,4.28,1.40,11.32,3.72,0.48,0.00,55.17,-14.64,54.43,0.00
2024-11-23 10:30:00,7.73,2.54,3.60,1.18,6.09,2.00,5.17,1.70,4.71,0.41,6.28,-0.23,4.27,1.40,11.73,3.86,0.50,0.00,56.08,-14.27,55.32,0.00
2024-11-23 11:00:00,7.89,2.60,3.76,1.24,6.25,2.05,5.27,1.73,4.92,0.39,6.43,-0.24,4.44,1.46,12.02,3.95,0.50,-0.20,57.39,-13.95,56.61,0.00
2024-11-23 11:30:00,8.15,2.68,3.70,1.22,6.35,2.09,5.14,1.69,5.04,0.36,6.46,-0.23,4.54,1.49,12.21,4.01,0.50,0.00,58.32,-13.57,57.53,0.00
2024-11-23 12:00:00,7.97,2.62,3.76,1.24,6.45,2.12,5.16,1.70,5.08,0.36,6.50,-0.19,4.47,1.47,12.40,4.08,0.52,0.00,58.51,-13.41,57.70,0.00
2024-11-23 12:30:00,8.19,2.69,3.85,1.26,6.48,2.13,5.21,1.71,5.20,0.36,6.67,-0.20,4.54,1.49,12.49,4.10,0.52,0.00,59.31,-13.19,58.51,0.00
2024-11-23 13:00:00,8.39,2.76,3.86,1.27,6.55,2.15,5.35,1.76,5.20,0.36,6.71,-0.19,4.59,1.51,12.61,4.14,0.52,0.00,60.00,-13.15,59.18,0.00
2024-11-23 13:30:00,8.30,2.73,3.83,1.26,6.46,2.12,5.35,1.76,5.16,0.36,6.70,-0.19,4.61,1.51,12.43,4.09,0.52,0.00,59.75,-13.19,58.93,0.00
2024-11-23 14:00:00,8.35,2.74,3.74,1.23,6.50,2.14,5.22,1.72,5.05,0.36,6.74,-0.15,4.57,1.50,12.51,4.11,0.52,0.00,59.66,-13.16,58.84,0.00
2024-11-23 14:30:00,7.91,2.60,3.95,1.30,6.48,2.13,5.18,1.70,4.98,0.36,6.61,-0.17,4.57,1.50,12.49,4.10,0.52,0.00,58.93,-13.51,58.12,0.00
2024-11-23 15:00:00,7.85,2.58,3.96,1.30,6.42,2.11,5.18,1.70,5.03,0.36,6.46,-0.21,4.57,1.50,12.33,4.05,0.50,0.00,58.57,-13.90,57.74,0.00
2024-11-23 15:30:00,7.91,2.60,3.79,1.25,6.44,2.12,5.17,1.70,4.99,0.36,6.48,-0.21,4.45,1.46,12.06,3.96,0.50,0.00,58.00,-13.97,57.20,0.00
