NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
IVG-NEAS1,I_IVG-NEAS1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-NEHO1,,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-NEXT1,I_IVG-NEXT1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-NITR1,,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-NORL1,I_IVG-NORL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-NTPL1,I_IVG-NTPL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-OPMX1,I_IVG-OPMX1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-OUTL1,I_IVG-OUTL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-PWMR1,I_IVG-PWMR1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-QTPT1,I_IVG-QTPT1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-QUEN1,I_IVG-QUEN1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-RESP1,I_IVG-RESP1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-RWES1,I_IVG-RWES1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-SCAL1,I_IVG-SCAL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-SECF1,I_IVG-SECF1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-SEFE1,I_IVG-SEFE1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-SSEG1,I_IVG-SSEG1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-STAT1,I_IVG-STAT1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-STGS1,I_IVG-STGS1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-STGS2,,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-TGPL1,I_IVG-TGPL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-TILD1,I_IVG-TILD1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Demand Unit,,,
IVG-TRAS1,I_IVG-TRAS1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-TRLS1,I_IVG-TRLS1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-VISC1,I_IVG-VISC1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-VKL1,I_IVG-VKL1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
IVG-VOLT1,I_IVG-VOLT1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-VSAL1,I_IVG-VSAL1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-VTFS1,I_IVG-VTFS1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
IVG-WOLF1,I_IVG-WOLF1,Primary BMU,INTVKL,INTERCONNECTOR,BMU,Generation Unit,,,
JAMBB-1,E_JAMBB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
JAMBB-2,E_ JAMBB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
JGPR-1,T_JGPR-1,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
KEAD-1,T_KEAD-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
KEAD-2,T_KEAD-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
KEADGT-3,T_KEADGT-3,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
KEMB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
KENFW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
KENNW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KEOOH-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
KHLLW-1,E_KHLLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KILBW-1,T_KILBW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KILLPG-1,T_KILLPG-1,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
KILLPG-2,T_KILLPG-2,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
KILLSC-1,T_KILLSC-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
KILLSC-2,T_KILLSC-2,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
KILNS-1,T_KILNS-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
KILSB-1,T_KILSB-1,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSB-2,T_KILSB-2,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSB-3,T_KILSB-3,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSB-4,T_KILSB-4,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSB-5,T_KILSB-5,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSB-6,T_KILSB-6,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KILSD-1,T_KILSD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
KILSD-2,T_KILSD-2,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
KILSD-3,T_KILSD-3,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
KILSD-4,T_KILSD-4,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
KINCS-1,E_KINCS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
KINCW-1,E_KINCW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KIOR-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
KIOR-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
KIWIE-2,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KLDMW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
KLGLW-1,T_KLGLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KLGLW-2,T_KLGLW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
KLYN-A-1,E_KLYN-A-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
KNAPB-1,V__FCEND001,Secondary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
KNLCV-1,2__PMARB002,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
KPMRW-1,T_KPMRW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KTHLW-1,T_KTHLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
KTHRS-1,T_KTHRS-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,,,
KTHRS-2,T_KTHRS-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,,,
KYPEW-1,T_KYPEW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LAGA-1,T_LAGA-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
LAIG-1,2__PIMPO001,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,,,
LARKB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
LARKS-1,T_LARKS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,Y,,
LARYO-1,T_LARYW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LARYO-2,T_LARYW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LARYO-3,T_LARYW-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LARYO-4,T_LARYW-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LARYW-2,T_LARYW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
LARYW-3,T_LARYW-3,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
LARYW-4,T_LARYW-4,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
LBAR-1,T_LBAR-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
LBAR-1G,T_LBAR-1G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
LCHWT-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
LCKLB-1,2__LRWED001,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LCLTW-1,T_LCLTW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LCSMH-1,2__PMARB001,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
LEGCB-1,T_LEGCB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LEVNG-1,V__NFORS002,Secondary BMU,OTHER,GAS,BMU,Generation Unit,,,
LFSE01,2__LFSEN200,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LGPKW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
LIMKW-1,T_LIMKW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LIONB-1,T_LIONB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LIONB-2,T_LIONB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LIONB-3,T_LIONB-3,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
LIOND-1,T_LIOND-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LITRB-1,E_LITRB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
LITT1G,T_LITTD1G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
LITT2G,T_LITTD2G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
LITT3G,T_LITTD3G,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
LITTD1,T_LITTD1,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
LITTD2,T_LITTD2,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
LITTD3,T_LITTD3,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
LIVI-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LKSDB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
LLWSD-1,T_LLWSD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LNCSO-1,T_LNCSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LNCSO-2,T_LNCSW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
LNMTH-1,E_LYNE1,Primary BMU,COAL,COAL,BMU,Generation Unit,Y,,
LNMTH-2,E_LYNE2,Primary BMU,COAL,COAL,BMU,Generation Unit,Y,,
LNMTH-3,E_LYNE3,Primary BMU,COAL,COAL,BMU,Generation Unit,Y,,
LOAN-1,T_LOAN-1,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
LOAN-2,T_LOAN-2,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
LOAN-3,T_LOAN-3,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
LOAN-4,T_LOAN-4,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
LOAND-1,T_LOAND-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LOAND-2,T_LOAND-2,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LOCG-1,2__PIMPO002,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,,,
LOCH-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LOCH-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LON-ATL01,2__CIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-AXPO1,2__CAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-BET01,2__CNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-BGS01,2__CBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-BIZ01,2__CBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-EDF01,2__CEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-EDR01,2__CEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-ENR01,2__CENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-EON01,2__CEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-GDF01,2__CRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-HPW01,2__CHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-HVN01,2__CHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-LON01,2__CLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-MID01,2__CMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-MNW01,2__CMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-MSG01,2__CMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-NPE01,2__CNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-OCT01,2__CMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-OGA01,2__COGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-PGE01,2__CEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-PGU01,2__CPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SEE01,2__CSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SEL01,2__CSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SPC01,2__CSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SSE01,2__CHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-STH01,2__CSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SWA01,2__CSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-SWT01,2__CSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LON-TFE01,2__CTGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LRDSC-1,T_LRDSC-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
LRDSC-2,T_LRDSC-2,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
LSTWY-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
LTCHW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
LUBR-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LUIC-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LUIC-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
LUICD-1,T_LUICD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
LYNNW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MANNB-1,V__HFEEL002,Secondary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MANXENR-1,E_MANXENR-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MARK-1,E_MARK-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
MARK-2,E_MARK-2,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
MARMD-1,T_MARMD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MDHLW-1,2__PSTAT002,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
MDLWH-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
MEADD-1,T_MEADD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MEDP-1,T_MEDP-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
MELKB-1,V__HHABI008,Secondary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MID-ATL01,2__EIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-AXPO1,2__EAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-BET01,2__ENELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-BGS01,2__EBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-BIZ01,2__EBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-EDF01,2__EEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-EDR01,2__EEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-ENR01,2__EENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-EON01,2__EEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-GDF01,2__ERWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-HPW01,2__EHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-HVN01,2__EHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-LIM01,,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
MID-LON01,2__ELOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-MID01,2__EMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-MNW01,2__EMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-MSG01,2__EMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MIDMW-1,T_MIDMW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MID-NPE01,2__ENATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-OCT01,2__EMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-OGA01,2__EOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-PGE01,2__EEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-PGU01,2__EPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SEE01,2__ESEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SEL01,2__ESMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SPC01,2__ESPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SSE01,2__EHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-STH01,2__ESOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SWA01,2__ESWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-SWT01,2__ESWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MID-TFE01,2__ETGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MILWW-1,T_MILWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MINSW-1,E_MINSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MKFRB-1,T_MKFRB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MKHLW-1,T_MKHLW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MLBRK-1,T_MLBRK-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
MNFRB-1,T_MNFRB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MNFRB-2,T_MNFRB-2,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MNFRB-3,T_MNFRB-3,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MNFRB-4,T_MNFRB-4,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
MNW-ATL01,2__DIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-AXPO1,2__DAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-BET01,2__DNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-BGS01,2__DBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-BIZ01,2__DBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-EDF01,2__DEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-EDR01,2__DEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-ENR01,2__DENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-EON01,2__DEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-GDF01,2__DRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-HPW01,2__DHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-HVN01,2__DHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-LON01,2__DLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-MID01,2__DMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-MNW01,2__DMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-MSG01,2__DMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-NPE01,2__DNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-OCT01,2__DMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-OGA01,2__DOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-PGE01,2__DEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-PGU01,2__DPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-PGU02,2__DPGEN001,Primary BMU,OTHER,GAS,BMU,Generation Unit,,,
MNW-PGU03,2__DPGEN002,Primary BMU,OTHER,GAS,BMU,Generation Unit,,,
MNW-SEE01,2__DSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-SEL01,2__DSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-SPC01,2__DSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-SSE01,2__DHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-STH01,2__DSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-SWA01,2__DSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-SWT01,2__DSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MNW-TFE01,2__DTGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MORFL-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
MOSED-1,T_MOSED-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MOSS-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
MOSS-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
MOSWD-1,T_EXMOSSD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
MOWEO-1,T_MOWEO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWEO-2,T_MOWEO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWEO-3,T_MOWEO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWWO-1,T_MOWWO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWWO-2,T_MOWWO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWWO-3,T_MOWWO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOWWO-4,T_MOWWO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
MOYEW-1,E_MOYEW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
Moyle,,Primary BMU,,INTERCONNECTOR,BMU,Bi-Directional,,,
MRWD-1,T_MRWD-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
MYGPW-1,T_MYGPW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NANT-1,T_NANT-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
NEE-ATL01,2__FIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-AXPO1,2__FAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-BET01,2__FNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-BGS01,2__FBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-BIZ01,2__FBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-DON01,2__FMAGN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-EDF01,2__FEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-EDR01,2__FEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-ENR01,2__FENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-EON01,2__FEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-GDF01,2__FRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-HPW01,2__FHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-HVN01,2__FHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-INE01,2__FINDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-LON01,2__FLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-MID01,2__FMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-MNW01,2__FMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-MSG01,2__FMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-NPE01,2__FNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-OCT01,2__FMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-OGA01,2__FOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-PGE01,2__FEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-PGU01,2__FPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-SEE01,2__FSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-SEL01,2__FSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
