NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
NEE-SPC01,2__FSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-SSE01,2__FHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-STH01,2__FSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-SWA01,2__FSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-SWT01,2__FSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEE-TFE01,2__FTGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NEWPB-1,E_NEWPB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
NEWTB-1,E_NEWTB-1,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
NFSE01,2__NFSEN005,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
NHOYW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NLSSC-1,T_NLSSC-1,Primary BMU,OTHER,LOAD RESPONSE,BMU,Generation Unit,,,
NLSTB-1,T_NLSTB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
NNGAO-1,T_NNGAO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NNGAO-2,T_NNGAO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NNPW01,2__NNATP001,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NOKYW-1,T_NOKYW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NOKYW-2,T_NOKYW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NORHW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
NOVAW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
NOVAW-2,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
NSC-ATL01,2__PIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-AXPO1,2__PAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-BET01,2__PNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-BGS01,2__PBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-BIZ01,2__PBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-ECO01,2__PECON000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-EDF01,2__PEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-EDR01,2__PEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-ENR01,2__PENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-EON01,2__PEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-GDF01,2__PRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-HPW01,2__PHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-HVN01,2__PHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-LON01,2__PLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-MID01,2__PMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-MNW01,2__PMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-MSG01,2__PMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-NPE01,2__PNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-OCT01,2__PMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-OGA01,2__POGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-PGE01,2__PEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-PGU01,2__PPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SEE01,2__PSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SEL01,2__PSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SPC01,2__PSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SSE01,2__PHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-STH01,2__PSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SWA01,2__PSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSC-SWT01,2__PSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NSQYT-1,,Primary BMU,OTHER,OTHER,EELPS,Generation Unit,Y,,
NTAWB-1,E_NTAWB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
NTRVB-1,T_NTRVB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
NURSB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
NWP-ATL01,2__GIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-AXPO1,2__GAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-BET01,2__GNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-BGS01,2__GBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-BIZ01,2__GBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-EDF01,2__GEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-EDR01,2__GEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-ENR01,2__GENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-EON01,2__GEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-GDF01,2__GRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-HPW01,2__GHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-HVN01,2__GHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-LON01,2__GLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-MID01,2__GMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-MNW01,2__GMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-MSG01,2__GMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-NPE01,2__GNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-OCT01,2__GMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-OGA01,2__GOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-PGE01,2__GEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-PGU01,2__GPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SEE01,2__GSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SEL01,2__GSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SPC01,2__GSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SSE01,2__GHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-STH01,2__GSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SWA01,2__GSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-SWT01,2__GSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
NWP-TFE01,2__GTGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
OCHLB-1,T_OCHLB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
OLDHB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
OMNDO-1,T_OMNDW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ORRI-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
OVRHB-1,E_OVRHB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
PARHD-1,T_PARHD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
PAUHW-1,2__PENEC002,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
PEHE-1,T_PEHE-1,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
PEHE-2,T_PEHE-2,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PEHED-1,T_PEHED-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
PEMB-11,T_PEMB-11,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PEMB-21,T_PEMB-21,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PEMB-31,T_PEMB-31,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PEMB-41,T_PEMB-41,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PEMB-51,T_PEMB-51,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PETDG-1,2__ACNDL001,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
PETEM1,E_PETEM1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
PETEM3,E_PETEM3,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
PGBIW-1,T_PGBIW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
PGBRK-1,E_PGBRKL,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGBRY-1,E_PGBARY,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGCOV-1,E_PGCOVE,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGDID-1,E_PGDIDC,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGEXT-1,E_PGEXTR,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGFAR-1,E_PGFARE,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGHAT-1,E_PGHATF,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGHAY-1,E_PGHAYD,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGHVT-1,E_PGHVNT,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGLAN-1,,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PGPET-1,E_PGPETE,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,,,
PGSOU-1,E_PGSOUT,Primary BMU,OTHER,DIESEL,BMU,Generation Unit,,,
PIBUW-1,E_PIBUW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
PILLB-1,E_PILLB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
PILLB-2,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
PINFB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
PINFB-2,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
PINFB-3,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
PINFB-4,T_PINFB-4,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
PINFD-5,T_PINFD-5,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
PINFD-6,T_PINFD-6,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
PITL-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
PITL-2,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
PLHM-1,,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
PLOEW-1,T_PLOEW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
PLYRK-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
PMBSC-61,T_PMBSC-61,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
PNYCW-1,T_PNYCW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
POOBD-1,T_POOBD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
PORGD-1,T_PORGD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
POTES-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
PROG-1,T_PROG-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,,,
PTLDW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
QUOI-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
RAKE-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
RANN-1,2__PIMPO008,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
RANN-2,2__PIMPO009,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
RANN-3,2__PIMPO010,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
RASSP-1,E_RASSP-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,,,
RATS-1,T_RATS-1,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
RATS-2,T_RATS-2,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
RATS-3,T_RATS-3,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
RATS-4,T_RATS-4,Primary BMU,COAL,COAL,BMU,Generation Unit,,,
RATSGT-2,T_RATSGT-2,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
RATSGT-4,T_RATSGT-4,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
RAVED-1,T_RAVED-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
RCBKO-1,T_RCBKO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RCBKO-2,T_RCBKO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RCKFB-1,V__EFEEL400,Secondary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
RDFRB-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
RDFRD-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
RDSCR-1,,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
RHAMD-1,T__MYELT001,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
RHEI-4,E_RHEI-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
RHYFW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RICHB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
RICHB-2,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
RIVEN-1,E_RIVEN-1,Primary BMU,OTHER,OTHER,BMU,Generation Unit,Y,,
RMPNO-1,T_RMPNO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RMPNO-2,T_RMPNO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
ROARB-1,E_ROARB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
ROCK-1,T_ROCK-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
ROOSB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,Y,,
ROTHW-1,2__PENEC001,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RREW-1,T_RREW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RRWW-1,T_RRWW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
RSCRB-1,2__FRWED001,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
RSHLW-1,E_RSHLW-1,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
RTHSC-1,T_RTHSC-1,Primary BMU,OTHER,LOAD RESPONSE,BMU,Generation Unit,,,
RYHPS-1,T_RYHPS-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SACOD-1,T_SACOD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SAKNW-1,T_SAKNW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SANDW-1,,Primary BMU,WIND,WIND,EELPS,Generation Unit,Y,,
SANQW-1,T_SANQW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SCCL-1,T_SCCL-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SCCL-2,T_SCCL-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SCCL-3,T_SCCL-3,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SCCLD-1,T_SCCL-4,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SCMRW-1,,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
SEE-ATL01,2__JIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-AXPO1,2__JAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-BET01,2__JNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-BGS01,2__JBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-BIZ01,2__JBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-EAS01,2__JEELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-EDF01,2__JEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-EDR01,2__JEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-ENR01,2__JENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-EON01,2__JEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-GDF01,2__JRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-HPW01,2__JHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-HVN01,2__JHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEEL-1,T_SEEL-1,Primary BMU,OCGT,OCGT,BMU,Generation Unit,Y,,
SEE-LON01,2__JLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-MID01,2__JMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-MNW01,2__JMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-MSG01,2__JMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-NPE01,2__JNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-OCT01,2__JMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-OGA01,2__JOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-PGE01,2__JEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-PGU01,2__JPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SEE01,2__JSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SEL01,2__JSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SPC01,2__JSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SSE01,2__JHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-STH01,2__JSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SWA01,2__JSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-SWT01,2__JSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-TFE01,2__JTGPL000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEE-VTF01,2__JVETS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SEVIU-1,E_SEVINGTN,Primary BMU,OTHER,GAS,BMU,Bi-Directional,Y,,
SFERD-1,T_STFERGD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SFGSD-1,T_SFGSD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SFGSD-2,T_SFGSD-2,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SFIL-1,2__PIMPO011,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
SFILD-1,T_SFILD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SGRWO-1,T_SGRWO-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SGRWO-2,T_SGRWO-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SGRWO-3,T_SGRWO-3,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SGRWO-4,T_SGRWO-4,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SGRWO-5,T_SGRWO-5,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SGRWO-6,T_SGRWO-6,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SHBA-1,T_SHBA-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SHBA-2,T_SHBA-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SHESD-1,2__JRWED001,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SHILB-1,E_SHILB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
SHIN-1,2__PIMPO012,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
SHIN-2,2__PIMPO013,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
SHOPD-1,E_SHOT-P,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SHOS-1,E_SHOS-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SHRSO-1,T_SHRSW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SHRSO-2,T_SHRSW-2,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SIMEC-1,T_SIMEC-1,Primary BMU,BIOMASS,BIOMASS,BMU,Generation Unit,Y,,
SIZB-1,T_SIZB-1,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation Unit,Y,,
SIZB-2,T_SIZB-2,Primary BMU,NUCLEAR,NUCLEAR,BMU,Generation Unit,Y,,
SKELB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
SLOY-1,M_SLOY-1,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
SLOY-2,T_SLOY-2,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
SLOY-3,T_SLOY-3,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
SLOY-4,M_SLOY-4,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,Y,,
SLOYD-1,T_SLOYD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SOAYS-1,T_SOAYS-1,Primary BMU,OTHER,SOLAR,BMU,Generation Unit,,,
SOFWO-11,T_SOFOW-11,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
SOFWO-12,T_SOFOW-12,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
SOFWO-21,T_SOFOW-21,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
SOFWO-22,T_SOFOW-22,Primary BMU,WIND,WIND,BMU,Generation Unit,,,
SOKYW-1,T_SOKYW-1,Primary BMU,WIND,WIND,BMU,Generation Unit,Y,,
SOLUU-1,E_SOLUTIA,Primary BMU,OTHER,GAS,BMU,Generation Unit,Y,,
SPEY-1,,Primary BMU,OTHER,OTHER,EELPS,Generation Unit,Y,,
SPLN-1,T_SPLN-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
SROM-1,2__PIMPO003,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,,,
SSC-ATL01,2__NIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-AXPO1,2__NAXPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-BET01,2__NNELC000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-BGS01,2__NBGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-BIZ01,2__NBIZZ000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-ECO01,2__NECON000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-EDF01,2__NEDFE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-EDR01,2__NEDIR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-ENR01,2__NENRD000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-EON01,2__NEOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-GDF01,2__NRWED000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-HPW01,2__NHPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-HVN01,2__NHAVE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-LON01,2__NLOND000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-MID01,2__NMIDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-MNW01,2__NMANW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-MSG01,2__NMSCG000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-NPE01,2__NNATP000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-OCT01,2__NMRCY000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-OGA01,2__NOGAS000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-PGE01,2__NEMEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-PGU01,2__NPGEN000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SEE01,2__NSEEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SEL01,2__NSMAR000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SPC01,2__NSPOW000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SSE01,2__NHYDE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-STH01,2__NSOUT000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SWA01,2__NSWAE000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
SSC-SWT01,2__NSWEB000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
STALB-1,,Primary BMU,OTHER,BATTERIES,BMU,Generation Unit,,,
STAY-1,T_STAY-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
STAY-2,T_STAY-2,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
STAY-3,T_STAY-3,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
STAY-4,T_STAY-4,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
STCR-1,,Primary BMU,OTHER,OTHER,EELPS,Generation Unit,Y,,
STH-ATL01,2__HIMPO000,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
